id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,dcid
prohis_c,"""Prolyl-Histidine""",dcs:CellularCompartmentEnumCytosol,C11H16N4O3,prohis,,,,,,,,bio/C11H16N4O3
prohistyr_c,"""Prolyl-Histidyl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C20H26N5O5,prohistyr,,,,,,,,bio/C20H26N5O5
proleuarg_c,"""Prolyl-Leucyl-Arginine""",dcs:CellularCompartmentEnumCytosol,C17H33N6O4,proleuarg,,,,,,,,bio/C17H33N6O4
prolyspro_c,"""Prolyl-Lysyl-Proline""",dcs:CellularCompartmentEnumCytosol,C16H29N4O4,prolyspro,,,,,,,,bio/C16H29N4O4
prophe_c,"""Prolyl-Phenylalanine""",dcs:CellularCompartmentEnumCytosol,C14H18N2O3,prophe,,,,,,,,bio/C14H18N2O3
proproarg_c,"""Prolyl-Prolyl-Arginine""",dcs:CellularCompartmentEnumCytosol,C16H29N6O4,proproarg,,,,,,,,bio/C16H29N6O4
propropro_c,"""Prolyl-Prolyl-Proline""",dcs:CellularCompartmentEnumCytosol,C15H23N3O4,propropro,,,,,,,,bio/C15H23N3O4
protrplys_c,"""Prolyl-Tryptophanyl-Lysine""",dcs:CellularCompartmentEnumCytosol,C22H32N5O4,protrplys,,,,,,,,bio/C22H32N5O4
protrpthr_c,"""Prolyl-Tryptophanyl-Threonine""",dcs:CellularCompartmentEnumCytosol,C20H26N4O5,protrpthr,,,,,,,,bio/C20H26N4O5
provalgln_c,"""Prolyl-Valyl-Glutamine""",dcs:CellularCompartmentEnumCytosol,C15H26N4O5,provalgln,,,,,,,,bio/C15H26N4O5
serargala_c,"""Seryl-Arginyl-Alanine""",dcs:CellularCompartmentEnumCytosol,C12H25N6O5,serargala,,,,,,,,bio/C12H25N6O5
serargtrp_c,"""Seryl-Arginyl-Tryptophan""",dcs:CellularCompartmentEnumCytosol,C20H30N7O5,serargtrp,,,,,,,,bio/C20H30N7O5
sercysarg_c,"""Seryl-Cysteinyl-Arginine""",dcs:CellularCompartmentEnumCytosol,C12H25N6O5S,sercysarg,,,,,,,,bio/C12H25N6O5S
serglyglu_c,"""Seryl-Glycyl-Glutamate""",dcs:CellularCompartmentEnumCytosol,C10H16N3O7,serglyglu,,,,,,,,bio/C10H16N3O7
serlyshis_c,"""Seryl-Lysyl-Histidine""",dcs:CellularCompartmentEnumCytosol,C15H27N6O5,serlyshis,,,,,,,,bio/C15H27N6O5
serphelys_c,"""Seryl-Phenylalanyl-Lysine""",dcs:CellularCompartmentEnumCytosol,C18H29N4O5,serphelys,,,,,,,,bio/C18H29N4O5
sertrphis_c,"""Seryl-Tryptophanyl-Histidine""",dcs:CellularCompartmentEnumCytosol,C20H24N6O5,sertrphis,,,,,,,,bio/C20H24N6O5
thrargtyr_c,"""Threonyl-Arginyl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C19H31N6O6,thrargtyr,,,,,,,,bio/C19H31N6O6
thrasntyr_c,"""Threonyl-Asparaginyl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C17H24N4O7,thrasntyr,,,,,,,,bio/C17H24N4O7
thrglnglu_c,"""Threonyl-Glutaminyl-Glutamate""",dcs:CellularCompartmentEnumCytosol,C14H23N4O8,thrglnglu,,,,,,,,bio/C14H23N4O8
thrglntyr_c,"""Threonyl-Glutaminyl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C18H26N4O7,thrglntyr,,,,,,,,bio/C18H26N4O7
thrhishis_c,"""Threonyl-Histidinyl-Histidine""",dcs:CellularCompartmentEnumCytosol,C16H23N7O5,thrhishis,,,,,,,,bio/C16H23N7O5
thrilearg_c,"""Threonyl-Isoleucyl-Arginine""",dcs:CellularCompartmentEnumCytosol,C16H33N6O5,thrilearg,,,,,,,,bio/C16H33N6O5
thrmetarg_c,"""Threonyl-Methionyl-Arginine""",dcs:CellularCompartmentEnumCytosol,C15H31N6O5S,thrmetarg,,,,,,,,bio/C15H31N6O5S
thrphearg_c,"""Threonyl-Phenylalanyl-Arginine""",dcs:CellularCompartmentEnumCytosol,C19H31N6O5,thrphearg,,,,,,,,bio/C19H31N6O5
thrserarg_c,"""Threonyl-Seryl-Arginine""",dcs:CellularCompartmentEnumCytosol,C13H27N6O6,thrserarg,,,,,,,,bio/C13H27N6O6
thrthrarg_c,"""Threonyl-Threonyl-Arginine""",dcs:CellularCompartmentEnumCytosol,C14H29N6O6,thrthrarg,,,,,,,,bio/C14H29N6O6
thrtyrmet_c,"""Threonyl-Tyrosyl-Methionine""",dcs:CellularCompartmentEnumCytosol,C18H27N3O6S,thrtyrmet,,,,,,,,bio/C18H27N3O6S
trpalapro_c,"""Tryptophanyl-Alanyl-Proline""",dcs:CellularCompartmentEnumCytosol,C19H24N4O4,trpalapro,,,,,,,,bio/C19H24N4O4
trpargala_c,"""Tryptophanyl-Arginyl-Alanine""",dcs:CellularCompartmentEnumCytosol,C20H30N7O4,trpargala,,,,,,,,bio/C20H30N7O4
trpaspasp_c,"""Tryptophanyl-Aspartyl-Aspartate""",dcs:CellularCompartmentEnumCytosol,C19H20N4O8,trpaspasp,,,,,,,,bio/C19H20N4O8
trpglngln_c,"""Tryptophanyl-Glutaminyl-Glutamine""",dcs:CellularCompartmentEnumCytosol,C21H28N6O6,trpglngln,,,,,,,,bio/C21H28N6O6
trpglugly_c,"""Tryptophanyl-Glutamyl-Glycine""",dcs:CellularCompartmentEnumCytosol,C18H21N4O6,trpglugly,,,,,,,,bio/C18H21N4O6
trpgluleu_c,"""Tryptophanyl-Glutamyl-Leucine""",dcs:CellularCompartmentEnumCytosol,C22H29N4O6,trpgluleu,,,,,,,,bio/C22H29N4O6
trpglupro_c,"""Tryptophanyl-Glutamyl-Proline""",dcs:CellularCompartmentEnumCytosol,C21H25N4O6,trpglupro,,,,,,,,bio/C21H25N4O6
trpglutyr_c,"""Tryptophanyl-Glutamyl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C25H27N4O7,trpglutyr,,,,,,,,bio/C25H27N4O7
trpglyleu_c,"""Tryptophanyl-Glycyl-Leucine""",dcs:CellularCompartmentEnumCytosol,C19H26N4O4,trpglyleu,,,,,,,,bio/C19H26N4O4
trpglyphe_c,"""Tryptophanyl-Glycyl-Phenylalanine""",dcs:CellularCompartmentEnumCytosol,C22H24N4O4,trpglyphe,,,,,,,,bio/C22H24N4O4
trpglyval_c,"""Tryptophanyl-Glycyl-Valine""",dcs:CellularCompartmentEnumCytosol,C18H24N4O4,trpglyval,,,,,,,,bio/C18H24N4O4
trphismet_c,"""Tryptophanyl-Histidyl-Methionine""",dcs:CellularCompartmentEnumCytosol,C22H28N6O4S,trphismet,,,,,,,,bio/C22H28N6O4S
trpilelys_c,"""Tryptophanyl-Isoleucyl-Lysine""",dcs:CellularCompartmentEnumCytosol,C23H36N5O4,trpilelys,,,,,,,,bio/C23H36N5O4
trpiletrp_c,"""Tryptophanyl-Isoleucyl-Tryptophan""",dcs:CellularCompartmentEnumCytosol,C28H33N5O4,trpiletrp,,,,,,,,bio/C28H33N5O4
trpleuval_c,"""Tryptophanyl-Leucyl-Valine""",dcs:CellularCompartmentEnumCytosol,C22H32N4O4,trpleuval,,,,,,,,bio/C22H32N4O4
trplys_c,"""Tryptophanyl-Lysine""",dcs:CellularCompartmentEnumCytosol,C17H25N4O3,trplys,,,,,,,,bio/C17H25N4O3
trpmetarg_c,"""Tryptophanyl-Methionyl-Arginine""",dcs:CellularCompartmentEnumCytosol,C22H34N7O4S,trpmetarg,,,,,,,,bio/C22H34N7O4S
trpmetval_c,"""Tryptophanyl-Methionyl-Valine""",dcs:CellularCompartmentEnumCytosol,C21H30N4O4S,trpmetval,,,,,,,,bio/C21H30N4O4S
trpphe_c,"""Tryptophanyl-Phenylalanine""",dcs:CellularCompartmentEnumCytosol,C20H21N3O3,trpphe,,,,,,,,bio/C20H21N3O3
trpprogly_c,"""Tryptophanyl-Prolyl-Glycine""",dcs:CellularCompartmentEnumCytosol,C18H21N4O4,trpprogly,,,,,,,,bio/C18H21N4O4
trpproleu_c,"""Tryptophanyl-Prolyl-Leucine""",dcs:CellularCompartmentEnumCytosol,C22H30N4O4,trpproleu,,,,,,,,bio/C22H30N4O4
trpproval_c,"""Tryptophanyl-Prolyl-Valine""",dcs:CellularCompartmentEnumCytosol,C21H28N4O4,trpproval,,,,,,,,bio/C21H28N4O4
trpsertyr_c,"""Tryptophanyl-Seryl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C23H26N4O6,trpsertyr,,,,,,,,bio/C23H26N4O6
trpthrglu_c,"""Tryptophanyl-Threonyl-Glutamate""",dcs:CellularCompartmentEnumCytosol,C20H25N4O7,trpthrglu,,,,,,,,bio/C20H25N4O7
trpthrile_c,"""Tryptophanyl-Threonyl-Isoleucine""",dcs:CellularCompartmentEnumCytosol,C21H30N4O5,trpthrile,,,,,,,,bio/C21H30N4O5
trpthrtyr_c,"""Tryptophanyl-Threonyl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C24H28N4O6,trpthrtyr,,,,,,,,bio/C24H28N4O6
trptyrgln_c,"""Tryptophanyl-Tyrosyl-Glutamine""",dcs:CellularCompartmentEnumCytosol,C25H29N5O6,trptyrgln,,,,,,,,bio/C25H29N5O6
trptyrtyr_c,"""Tryptophanyl-Tyrosyl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C29H30N4O6,trptyrtyr,,,,,,,,bio/C29H30N4O6
trpvalasp_c,"""Tryptophanyl-Valyl-Aspartate""",dcs:CellularCompartmentEnumCytosol,C20H25N4O6,trpvalasp,,,,,,,,bio/C20H25N4O6
tyrala_c,"""Tyrosyl-Alanine""",dcs:CellularCompartmentEnumCytosol,C12H16N2O4,tyrala,,,,,,,,bio/C12H16N2O4
tyralaphe_c,"""Tyrosyl-Alaninyl-Phenylalanine""",dcs:CellularCompartmentEnumCytosol,C21H25N3O5,tyralaphe,,,,,,,,bio/C21H25N3O5
tyrargglu_c,"""Tyrosyl-Arginyl-Glutamate""",dcs:CellularCompartmentEnumCytosol,C20H30N6O7,tyrargglu,,,,,,,,bio/C20H30N6O7
tyrargser_c,"""Tyrosyl-Arginyl-Serine""",dcs:CellularCompartmentEnumCytosol,C18H29N6O6,tyrargser,,,,,,,,bio/C18H29N6O6
tyrasparg_c,"""Tyrosyl-Aspartyl-Arginine""",dcs:CellularCompartmentEnumCytosol,C19H28N6O7,tyrasparg,,,,,,,,bio/C19H28N6O7
tyrcysgly_c,"""Tyrosyl-Cysteinyl-Glycine""",dcs:CellularCompartmentEnumCytosol,C14H19N3O5S,tyrcysgly,,,,,,,,bio/C14H19N3O5S
tyrcysthr_c,"""Tyrosyl-Cysteinyl-Threonine""",dcs:CellularCompartmentEnumCytosol,C16H23N3O6S,tyrcysthr,,,,,,,,bio/C16H23N3O6S
tyrglu_c,"""Tyrosyl-Glutamate""",dcs:CellularCompartmentEnumCytosol,C14H17N2O6,tyrglu,,,,,,,,bio/C14H17N2O6
tyrleuarg_c,"""Tyrosyl-Leucyl-Arginine""",dcs:CellularCompartmentEnumCytosol,C21H35N6O5,tyrleuarg,,,,,,,,bio/C21H35N6O5
tyrphetyr_c,"""Tyrosyl-Phenylalanyl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C27H29N3O6,tyrphetyr,,,,,,,,bio/C27H29N3O6
tyrthr_c,"""Tyrosyl-Threonine""",dcs:CellularCompartmentEnumCytosol,C13H18N2O5,tyrthr,,,,,,,,bio/C13H18N2O5
tyrtrpphe_c,"""Tyrosyl-Tryptophanyl-Phenylalanine""",dcs:CellularCompartmentEnumCytosol,C29H30N4O5,tyrtrpphe,,,,,,,,bio/C29H30N4O5
tyrtyr_c,"""Tyrosyl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C18H20N2O5,tyrtyr,,,,,,,,bio/C18H20N2O5
tyrvalmet_c,"""Tyrosyl-Valyl-Methionine""",dcs:CellularCompartmentEnumCytosol,C19H29N3O5S,tyrvalmet,,,,,,,,bio/C19H29N3O5S
valarggly_c,"""Valyl-Arginyl-Glycine""",dcs:CellularCompartmentEnumCytosol,C13H27N6O4,valarggly,,,,,,,,bio/C13H27N6O4
valhisasn_c,"""Valyl-Histidyl-Asparagine""",dcs:CellularCompartmentEnumCytosol,C15H24N6O5,valhisasn,,,,,,,,bio/C15H24N6O5
valleuphe_c,"""Valyl-Leucyl-Phenylalanine""",dcs:CellularCompartmentEnumCytosol,C20H31N3O4,valleuphe,,,,,,,,bio/C20H31N3O4
vallystyr_c,"""Valyl-Lysyl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C20H33N4O5,vallystyr,,,,,,,,bio/C20H33N4O5
valphearg_c,"""Valyl-Phenylalanyl-Arginine""",dcs:CellularCompartmentEnumCytosol,C20H33N6O4,valphearg,,,,,,,,bio/C20H33N6O4
valprotrp_c,"""Valyl-Prolyl-Tryptophan""",dcs:CellularCompartmentEnumCytosol,C21H28N4O4,valprotrp,,,,,,,,bio/C21H28N4O4
valserarg_c,"""Valyl-Seryl-Arginine""",dcs:CellularCompartmentEnumCytosol,C14H29N6O5,valserarg,,,,,,,,bio/C14H29N6O5
valtrpphe_c,"""Valyl-Tryptophanyl-Phenylalanine""",dcs:CellularCompartmentEnumCytosol,C25H30N4O4,valtrpphe,,,,,,,,bio/C25H30N4O4
valtrpval_c,"""Valyl-Tryptophanyl-Valine""",dcs:CellularCompartmentEnumCytosol,C21H30N4O4,valtrpval,,,,,,,,bio/C21H30N4O4
valval_c,"""Valyl-Valine""",dcs:CellularCompartmentEnumCytosol,C10H20N2O3,valval,,,,,,,,bio/C10H20N2O3
trpglyasp_c,"""Tryptophanyl-Glycyl-Aspartate""",dcs:CellularCompartmentEnumCytosol,C17H19N4O6,trpglyasp,,,,,,,,bio/C17H19N4O6
glyleu_c,"""Glycylleucine""",dcs:CellularCompartmentEnumCytosol,C8H16N2O3,glyleu,"""CHEBI:185298""",,C02155,MNXM126241,HMDB00759,92843,,bio/C8H16N2O3
xolest183_hs_c,"""1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)""",dcs:CellularCompartmentEnumCytosol,C45H74O2,xolest183_hs,,,,,,,,bio/C45H74O2
xolest182_hs_c,"""1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)""",dcs:CellularCompartmentEnumCytosol,C45H76O2,xolest182_hs,,,,,,,,bio/C45H76O2
xolest181_hs_c,"""1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)""",dcs:CellularCompartmentEnumCytosol,C45H78O2,,,,,,,,,bio/C45H78O2
xolest205_hs_c,"""1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)""",dcs:CellularCompartmentEnumCytosol,C47H74O2,xolest205_hs,,,,,,,,bio/C47H74O2
xolest204_hs_c,"""Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)""",dcs:CellularCompartmentEnumCytosol,C47H76O2,,,,,,,,,bio/C47H76O2
xolest226_hs_c,"""Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)""",dcs:CellularCompartmentEnumCytosol,C49H76O2,xolest226_hs,,,,,,,,bio/C49H76O2
m02908s,"""SM pool""",dcs:CellularCompartmentEnumExtracellular,C23H48N2O5PRCO,sphmyln_hs,"""CHEBI:17636""",,C00550,MNXM5930,,,LMSP03010000,bio/C23H48N2O5PRCO
hxa_s,"""Hexanoate (N-C6:0)""",dcs:CellularCompartmentEnumExtracellular,C6H11O2,hxa,,,,MNXM1653,,,,bio/C6H11O2
m01954c,"""glcnac-alpha-1,4-core 1""",dcs:CellularCompartmentEnumCytosol,C22H37N2O15X,gncore1,,,,MNXM18091,,,,bio/C22H37N2O15X
m01954s,"""glcnac-alpha-1,4-core 1""",dcs:CellularCompartmentEnumExtracellular,C22H37N2O15X,gncore1,,,,MNXM18091,,,,bio/C22H37N2O15X
Lhcystin_c,"""L-Homocystine""",dcs:CellularCompartmentEnumCytosol,C8H16N2O4S2,Lhcystin,,,,,,,,bio/C8H16N2O4S2
Lhcystin_s,"""L-Homocystine""",dcs:CellularCompartmentEnumExtracellular,C8H16N2O4S2,Lhcystin,,,,,,,,bio/C8H16N2O4S2
m02543s,"""N-acetylneuraminate""",dcs:CellularCompartmentEnumExtracellular,C11H18NO9,acnam,"""CHEBI:45744""",CHEMBL165084,C19910,MNXM227,HMDB00230,445063,,bio/CHEMBL165084
band_c,"""Band Membrane Protein (Universal, Erythrocyte --> 2.1,3,4.1)""",dcs:CellularCompartmentEnumCytosol,BaH,band,,,,MNXM148099,,,,bio/BaH
bandmt_c,"""Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)""",dcs:CellularCompartmentEnumCytosol,BaCH3,bandmt,,,,MNXM148098,,,,bio/BaCH3
dhmtp_c,"""1,2-Dihydroxy-5-(Methylthio)Pent-1-En-3-One""",dcs:CellularCompartmentEnumCytosol,C6H9O3S,dhmtp,"""CHEBI:49252""",,C15606,MNXM494,,,,bio/C6H9O3S
m02525s,"""N-acetylgalactosamine""",dcs:CellularCompartmentEnumExtracellular,C8H15NO6,acgal,"""CHEBI:28800""",,C01074,MNXM395,,35717,,bio/C8H15NO6
m01609s,"""core 4""",dcs:CellularCompartmentEnumExtracellular,C24H40N3O15X,core4,"""CHEBI:16478""",,C04917,MNXM4704,,,,bio/C24H40N3O15X
galam_s,"""D-Galactosamine""",dcs:CellularCompartmentEnumExtracellular,C6H13NO5,galam,"""CHEBI:18232""",,C06377,MNXM147460,,,,bio/C6H13NO5
galam_c,"""D-Galactosamine""",dcs:CellularCompartmentEnumCytosol,C6H13NO5,galam,"""CHEBI:18232""",,C06377,MNXM147460,,,,bio/C6H13NO5
mqn10_c,"""Menaquinone-10""",dcs:CellularCompartmentEnumCytosol,C61H88O2,mqn10,,,,,,9988135,,bio/C61H88O2
mqn10_s,"""Menaquinone-10""",dcs:CellularCompartmentEnumExtracellular,C61H88O2,mqn10,,,,,,9988135,,bio/C61H88O2
mqn11_c,"""Menaquinone-11""",dcs:CellularCompartmentEnumCytosol,C66H96O2,mqn11,,,,,,6442190,,bio/C66H96O2
mqn11_s,"""Menaquinone-11""",dcs:CellularCompartmentEnumExtracellular,C66H96O2,mqn11,,,,,,6442190,,bio/C66H96O2
mqn7_c,"""Menaquinone-7""",dcs:CellularCompartmentEnumCytosol,C46H64O2,mqn7,,,,MNXM12236,,5287554,,bio/C46H64O2
mqn7_s,"""Menaquinone-7""",dcs:CellularCompartmentEnumExtracellular,C46H64O2,mqn7,,,,MNXM12236,,5287554,,bio/C46H64O2
mqn9_c,"""Menaquinone-9""",dcs:CellularCompartmentEnumCytosol,C56H80O2,mqn9,,,,,,6289935,,bio/C56H80O2
mqn9_s,"""Menaquinone-9""",dcs:CellularCompartmentEnumExtracellular,C56H80O2,mqn9,,,,,,6289935,,bio/C56H80O2
m01651s,"""de-Fuc form of PA6 (wo peptide linkage)""",dcs:CellularCompartmentEnumExtracellular,C84H136N6O62,s2l2n2m2m,,,,MNXM8517,,,,bio/C84H136N6O62
m01801s,"""F1alpha""",dcs:CellularCompartmentEnumExtracellular,C22H37N2O15X,f1a,,,,MNXM8598,,,,bio/C22H37N2O15X
m02393s,"""lipoamide""",dcs:CellularCompartmentEnumExtracellular,C8H15NOS2,lpam,,,C00248,MNXM1024,,863,LMFA08010006,bio/C8H15NOS2
m02393c,"""lipoamide""",dcs:CellularCompartmentEnumCytosol,C8H15NOS2,lpam,,,C00248,MNXM1024,,863,LMFA08010006,bio/C8H15NOS2
m02654s,"""O-methylhippurate""",dcs:CellularCompartmentEnumExtracellular,C10H10NO3,,,,,MNXM35291,,91637,,bio/C10H10NO3
mqn8_c,"""Menaquinone-8""",dcs:CellularCompartmentEnumCytosol,C51H72O2,mqn8,,,,MNXM509,,5376507,,bio/C51H72O2
m01991s,"""glycogenin G4G4""",dcs:CellularCompartmentEnumExtracellular,C1827H2805N455O568S14,dxtrn,,,,MNXM12672,,,,bio/C1827H2805N455O568S14
m00758s,"""3alpha,7alpha-dihydroxy-5beta-cholestanate""",dcs:CellularCompartmentEnumExtracellular,C27H45O4,dhcholestanate,"""CHEBI:48467""",,C04554,MNXM162671,HMDB00359,53477686,LMST04030066,bio/C27H45O4
m00752s,"""3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate""",dcs:CellularCompartmentEnumExtracellular,C27H45O5,thcholstoic,"""CHEBI:48043""",,C04722,MNXM162717,HMDB03873,23657849,LMST04030001,bio/C27H45O5
m01093s,"""5beta-cholestane-3alpha,7alpha,26-triol""",dcs:CellularCompartmentEnumExtracellular,C27H48O3,xol7ah3,"""CHEBI:28540""",,C05444,MNXM1138,HMDB12455,53481409,LMST04030020,bio/C27H48O3
m01182s,"""7alpha-hydroxycholest-4-en-3-one""",dcs:CellularCompartmentEnumExtracellular,C27H44O2,xol7aone,"""CHEBI:17899""",CHEMBL4285345,C05455,MNXM162439,HMDB01993,123743,LMST04030123,bio/CHEMBL4285345
m01178s,"""7alpha,12alpha-dihydroxycholest-4-en-3-one""",dcs:CellularCompartmentEnumExtracellular,C27H44O3,xoldiolone,"""CHEBI:28477""",,C05457,MNXM942,,3081958,LMST04030114,bio/C27H44O3
7klitchol_s,"""7-Ketolithocholate""",dcs:CellularCompartmentEnumExtracellular,C24H37O4,7klitchol,,,,,,,,bio/C24H37O4
m00671s,"""2-oxobutyrate""",dcs:CellularCompartmentEnumExtracellular,C4H5O3,2obut,"""CHEBI:30831""",CHEMBL171246,C00109,MNXM159,HMDB00005,58,LMFA01060002,bio/CHEMBL171246
glutar_s,"""Glutarate""",dcs:CellularCompartmentEnumExtracellular,C5H6O4,glutar,"""CHEBI:17859""",CHEMBL1162495,C00489,MNXM1021,,743,,bio/CHEMBL1162495
m01683s,"""D-gluconic acid""",dcs:CellularCompartmentEnumExtracellular,C6H11O7,,"""CHEBI:33198""",CHEMBL464345,C00257,MNXM341,HMDB00625,10690,,bio/CHEMBL464345
m02358c,"""L-erythro-4-hydroxyglutamate""",dcs:CellularCompartmentEnumCytosol,C5H8NO5,e4hglu,,,C05947,MNXM923,,440854,,bio/C5H8NO5
m00989c,"""4-hydroxy-2-oxoglutarate""",dcs:CellularCompartmentEnumCytosol,C5H4O6,4h2oglt,"""CHEBI:30923""",,C01127,MNXM894,,599,,bio/C5H4O6
glyleu_s,"""Glycylleucine""",dcs:CellularCompartmentEnumExtracellular,C8H16N2O3,glyleu,"""CHEBI:185298""",,C02155,MNXM126241,HMDB00759,92843,,bio/C8H16N2O3
ggdp_c,"""2-Trans,6-Trans,10-Trans-Geranylgeranyl Diphosphate""",dcs:CellularCompartmentEnumCytosol,C20H33O7P2,ggdp,,,,MNXM139,,735,,bio/C20H33O7P2
m01681s,"""D-glucarate""",dcs:CellularCompartmentEnumExtracellular,C6H8O8,glcr,"""CHEBI:16002""",,C00818,MNXM744,HMDB00663,33037,,bio/C6H8O8
2mcacn_c,"""(Z)-But-2-Ene-1,2,3-Tricarboxylate""",dcs:CellularCompartmentEnumCytosol,C7H5O6,2mcacn,,,,MNXM1792,,3080625,,bio/C7H5O6
micit_c,"""(2S,3R)-3-Hydroxybutane-1,2,3-Tricarboxylate""",dcs:CellularCompartmentEnumCytosol,C7H7O7,micit,,,,MNXM1694,,5459784,,bio/C7H7O7
m00995s,"""4-hydroxybenzoate""",dcs:CellularCompartmentEnumExtracellular,C7H5O3,4hbz,"""CHEBI:30763""",CHEMBL441343,C00156,MNXM164,HMDB00500,135,,bio/CHEMBL441343
m00729s,"""3,4-dihydroxyphenylacetate""",dcs:CellularCompartmentEnumExtracellular,C8H7O4,34dhpha,"""CHEBI:41941""",CHEMBL1284,C01161,MNXM645,HMDB01336,547,,bio/CHEMBL1284
mqn8_s,"""Menaquinone-8""",dcs:CellularCompartmentEnumExtracellular,C51H72O2,mqn8,,,,MNXM509,,5376507,,bio/C51H72O2
ch4s_s,"""Methanethiol""",dcs:CellularCompartmentEnumExtracellular,CH4S,ch4s,,,,MNXM652,,878,,bio/CH4S
m02725s,"""phenylpyruvate""",dcs:CellularCompartmentEnumExtracellular,C9H7O3,phpyr,"""CHEBI:30851""",CHEMBL1162488,C00166,MNXM162242,HMDB00205,997,,bio/CHEMBL1162488
m03099s,"""tyramine""",dcs:CellularCompartmentEnumExtracellular,C8H12NO,tym,"""CHEBI:15760""",CHEMBL11608,C00483,MNXM603,HMDB00306,5610,,bio/CHEMBL11608
m00654s,"""2-hydroxyphenylacetate""",dcs:CellularCompartmentEnumExtracellular,C8H7O3,2hyoxplac,"""CHEBI:28478""",CHEMBL240714,C05852,MNXM2160,HMDB00669,11970,,bio/CHEMBL240714
m02336s,"""lanosterol""",dcs:CellularCompartmentEnumExtracellular,C30H50O,lanost,"""CHEBI:16521""",CHEMBL225111,C01724,MNXM482,HMDB01251,246983,LMST01010017,bio/CHEMBL225111
m03136s,"""vanillylmandelate""",dcs:CellularCompartmentEnumExtracellular,C9H9O5,3mox4hoxm,"""CHEBI:1127735""",,C05584,MNXM163196,HMDB00291,736172,,bio/C9H9O5
m02007s,"""glyoxalate""",dcs:CellularCompartmentEnumExtracellular,C2H1O3,glx,"""CHEBI:16891""",CHEMBL1162545,C00048,MNXM69,HMDB00119,760,,bio/CHEMBL1162545
m00664c,"""2-methylbutyrylglycine""",dcs:CellularCompartmentEnumCytosol,C7H12NO3,,"""CHEBI:240943""",,,MNXM35282,HMDB00339,193872,,bio/C7H12NO3
m00664s,"""2-methylbutyrylglycine""",dcs:CellularCompartmentEnumExtracellular,C7H12NO3,,"""CHEBI:240943""",,,MNXM35282,HMDB00339,193872,,bio/C7H12NO3
m00825c,"""3-methylcrotonoylglycine""",dcs:CellularCompartmentEnumCytosol,C7H10NO3,,,,,MNXM166207,,169485,,bio/C7H10NO3
m00825s,"""3-methylcrotonoylglycine""",dcs:CellularCompartmentEnumExtracellular,C7H10NO3,,,,,MNXM166207,,169485,,bio/C7H10NO3
m02190c,"""isovalerylglycine""",dcs:CellularCompartmentEnumCytosol,C7H12NO3,,,,,MNXM58397,HMDB00678,546304,,bio/C7H12NO3
m02190s,"""isovalerylglycine""",dcs:CellularCompartmentEnumExtracellular,C7H12NO3,,,,,MNXM58397,HMDB00678,546304,,bio/C7H12NO3
actyr_m,"""N-Acetyl-Tyrosine""",dcs:CellularCompartmentEnumMitochondria,C11H12NO4,actyr,,,,,,,,bio/C11H12NO4
actyr_c,"""N-Acetyl-Tyrosine""",dcs:CellularCompartmentEnumCytosol,C11H12NO4,actyr,,,,,,,,bio/C11H12NO4
actyr_s,"""N-Acetyl-Tyrosine""",dcs:CellularCompartmentEnumExtracellular,C11H12NO4,actyr,,,,,,,,bio/C11H12NO4
sucacetat_c,"""Succinyl-Acetoacetate""",dcs:CellularCompartmentEnumCytosol,C8H8O6,sucacetat,,,,,,,,bio/C8H8O6
sucaceto_c,"""Succinylacetone""",dcs:CellularCompartmentEnumCytosol,C7H9O4,sucaceto,,,,,,,,bio/C7H9O4
sucaceto_s,"""Succinylacetone""",dcs:CellularCompartmentEnumExtracellular,C7H9O4,sucaceto,,,,,,,,bio/C7H9O4
vanilpyr_c,"""Vanilpyruvic Acid""",dcs:CellularCompartmentEnumCytosol,C10H9O5,vanilpyr,,,,,,,,bio/C10H9O5
vanillac_c,"""Vanil-Lactate""",dcs:CellularCompartmentEnumCytosol,C10H11O5,vanillac,,,,,,,,bio/C10H11O5
