id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,dcid
m00830m,"""3-O-methyldopa""",dcs:CellularCompartmentEnumMitochondria,C10H13NO4,,,,,MNXM10073,HMDB01434,1670,,bio/C10H13NO4
nacvanala_m,"""N-Acetylvanilalanine""",dcs:CellularCompartmentEnumMitochondria,C12H14NO5,nacvanala,,,,,,,,bio/C12H14NO5
nacvanala_c,"""N-Acetylvanilalanine""",dcs:CellularCompartmentEnumCytosol,C12H14NO5,nacvanala,,,,,,,,bio/C12H14NO5
nacvanala_s,"""N-Acetylvanilalanine""",dcs:CellularCompartmentEnumExtracellular,C12H14NO5,nacvanala,,,,,,,,bio/C12H14NO5
vanillac_s,"""Vanil-Lactate""",dcs:CellularCompartmentEnumExtracellular,C10H11O5,vanillac,,,,,,,,bio/C10H11O5
2h3mv_c,"""2-Hydroxy-3-Methyl-Valerate""",dcs:CellularCompartmentEnumCytosol,C6H11O3,2h3mv,,,,,,,,bio/C6H11O3
2h3mv_s,"""2-Hydroxy-3-Methyl-Valerate""",dcs:CellularCompartmentEnumExtracellular,C6H11O3,2h3mv,,,,,,,,bio/C6H11O3
2hiv_c,"""2-Hydroxy-Isovalerate""",dcs:CellularCompartmentEnumCytosol,C5H9O3,2hiv,,,,,,,,bio/C5H9O3
2hiv_s,"""2-Hydroxy-Isovalerate""",dcs:CellularCompartmentEnumExtracellular,C5H9O3,2hiv,,,,,,,,bio/C5H9O3
2m3hbu_m,"""2-Methyl-3-Hydroxy-Butyrate""",dcs:CellularCompartmentEnumMitochondria,C5H9O3,2m3hbu,,,,,,,,bio/C5H9O3
2m3hbu_c,"""2-Methyl-3-Hydroxy-Butyrate""",dcs:CellularCompartmentEnumCytosol,C5H9O3,2m3hbu,,,,,,,,bio/C5H9O3
2m3hbu_s,"""2-Methyl-3-Hydroxy-Butyrate""",dcs:CellularCompartmentEnumExtracellular,C5H9O3,2m3hbu,,,,,,,,bio/C5H9O3
2m3ovcoa_m,"""2-Methyl-3-Oxo-Valeryl Coenzyme A""",dcs:CellularCompartmentEnumMitochondria,C27H40N7O18P3S,2m3ovcoa,,,,,,,,bio/C27H40N7O18P3S
2m3ovac_m,"""2-Methyl-3-Oxo-Valerate""",dcs:CellularCompartmentEnumMitochondria,C6H9O3,2m3ovac,,,,,,,,bio/C6H9O3
2m3ovac_c,"""2-Methyl-3-Oxo-Valerate""",dcs:CellularCompartmentEnumCytosol,C6H9O3,2m3ovac,,,,,,,,bio/C6H9O3
2m3hvac_c,"""2-Methyl-3-Hydroxy-Valerate""",dcs:CellularCompartmentEnumCytosol,C6H11O3,2m3hvac,,,,,,,,bio/C6H11O3
2m3hvac_s,"""2-Methyl-3-Hydroxy-Valerate""",dcs:CellularCompartmentEnumExtracellular,C6H11O3,2m3hvac,,,,,,,,bio/C6H11O3
3h3mglt_c,"""3-Hydroxy-3-Methyl-Glutarate""",dcs:CellularCompartmentEnumCytosol,C6H8O5,3h3mglt,,,,,,,,bio/C6H8O5
3h3mglt_s,"""3-Hydroxy-3-Methyl-Glutarate""",dcs:CellularCompartmentEnumExtracellular,C6H8O5,3h3mglt,,,,,,,,bio/C6H8O5
3mglutac_m,"""3-Methyl-Glutaconate""",dcs:CellularCompartmentEnumMitochondria,C6H6O4,3mglutac,,,,,,,,bio/C6H6O4
3mglutac_c,"""3-Methyl-Glutaconate""",dcs:CellularCompartmentEnumCytosol,C6H6O4,3mglutac,,,,,,,,bio/C6H6O4
3mglutac_s,"""3-Methyl-Glutaconate""",dcs:CellularCompartmentEnumExtracellular,C6H6O4,3mglutac,,,,,,,,bio/C6H6O4
3mglutr_c,"""3-Methyl-Glutarate""",dcs:CellularCompartmentEnumCytosol,C6H8O4,3mglutr,,,,,,,,bio/C6H8O4
3mglutr_s,"""3-Methyl-Glutarate""",dcs:CellularCompartmentEnumExtracellular,C6H8O4,3mglutr,,,,,,,,bio/C6H8O4
ppiogly_m,"""Propionyl-Glycine""",dcs:CellularCompartmentEnumMitochondria,C5H8NO3,ppiogly,,,,,,,,bio/C5H8NO3
ppiogly_c,"""Propionyl-Glycine""",dcs:CellularCompartmentEnumCytosol,C5H8NO3,ppiogly,,,,,,,,bio/C5H8NO3
ppiogly_s,"""Propionyl-Glycine""",dcs:CellularCompartmentEnumExtracellular,C5H8NO3,ppiogly,,,,,,,,bio/C5H8NO3
mvlac_c,"""Mevalonate-Lactone""",dcs:CellularCompartmentEnumCytosol,C6H10O3,mvlac,,,,,,,,bio/C6H10O3
mvlac_s,"""Mevalonate-Lactone""",dcs:CellularCompartmentEnumExtracellular,C6H10O3,mvlac,,,,,,,,bio/C6H10O3
tiggly_m,"""Tiglyl Glycine""",dcs:CellularCompartmentEnumMitochondria,C7H10NO3,tiggly,,,,,,,,bio/C7H10NO3
tiggly_c,"""Tiglyl Glycine""",dcs:CellularCompartmentEnumCytosol,C7H10NO3,tiggly,,,,,,,,bio/C7H10NO3
tiggly_s,"""Tiglyl Glycine""",dcs:CellularCompartmentEnumExtracellular,C7H10NO3,tiggly,,,,,,,,bio/C7H10NO3
td2glutrcoa_m,"""Trans-Delta-2-Glutaryl Coenzyme A""",dcs:CellularCompartmentEnumMitochondria,C26H35N7O19P3S,td2glutrcoa,,,,,,,,bio/C26H35N7O19P3S
3hglutcoa_m,"""3-Hydroxy-Glutaryl Coenzyme A""",dcs:CellularCompartmentEnumMitochondria,C26H37N7O20P3S,3hglutcoa,,,,,,,,bio/C26H37N7O20P3S
3ohglutac_m,"""3-Hydroxy-Glutarate""",dcs:CellularCompartmentEnumMitochondria,C5H6O5,3ohglutac,,,,,,,,bio/C5H6O5
3ohglutac_c,"""3-Hydroxy-Glutarate""",dcs:CellularCompartmentEnumCytosol,C5H6O5,3ohglutac,,,,,,,,bio/C5H6O5
3ohglutac_s,"""3-Hydroxy-Glutarate""",dcs:CellularCompartmentEnumExtracellular,C5H6O5,3ohglutac,,,,,,,,bio/C5H6O5
glutacoa_m,"""Glutaconyl Coenzyme A""",dcs:CellularCompartmentEnumMitochondria,C26H35N7O19P3S,glutacoa,,,,,,,,bio/C26H35N7O19P3S
glutcon_m,"""Glutaconate""",dcs:CellularCompartmentEnumMitochondria,C5H4O4,glutcon,,,,,,,,bio/C5H4O4
glutcon_c,"""Glutaconate""",dcs:CellularCompartmentEnumCytosol,C5H4O4,glutcon,,,,,,,,bio/C5H4O4
glutcon_s,"""Glutaconate""",dcs:CellularCompartmentEnumExtracellular,C5H4O4,glutcon,,,,,,,,bio/C5H4O4
3hivac_m,"""3-Hydroxyisovaleric Acid""",dcs:CellularCompartmentEnumMitochondria,C5H9O3,3hivac,,,,,,,,bio/C5H9O3
3hivac_c,"""3-Hydroxyisovaleric Acid""",dcs:CellularCompartmentEnumCytosol,C5H9O3,3hivac,,,,,,,,bio/C5H9O3
3hivac_s,"""3-Hydroxyisovaleric Acid""",dcs:CellularCompartmentEnumExtracellular,C5H9O3,3hivac,,,,,,,,bio/C5H9O3
3hadicoa_p,"""3-Hydroxy-Adipoyl Coenzyme A""",dcs:CellularCompartmentEnumPeroxisome,C27H39N7O20P3S,3hadicoa,,,,,,,,bio/C27H39N7O20P3S
3hadpac_p,"""3-Hydroxy-Adipate""",dcs:CellularCompartmentEnumPeroxisome,C6H8O5,3hadpac,,,,,,,,bio/C6H8O5
3hadpac_c,"""3-Hydroxy-Adipate""",dcs:CellularCompartmentEnumCytosol,C6H8O5,3hadpac,,,,,,,,bio/C6H8O5
3hadpac_s,"""3-Hydroxy-Adipate""",dcs:CellularCompartmentEnumExtracellular,C6H8O5,3hadpac,,,,,,,,bio/C6H8O5
3ohsebcoa_p,"""3-Hydroxy-Sebacoyl Coenzyme A""",dcs:CellularCompartmentEnumPeroxisome,C31H47N7O20P3S,3ohsebcoa,,,,,,,,bio/C31H47N7O20P3S
3ohsebac_p,"""3-Hydroxy-Sebacic Acid""",dcs:CellularCompartmentEnumPeroxisome,C10H16O5,3ohsebac,,,,,,,,bio/C10H16O5
3ohsebac_c,"""3-Hydroxy-Sebacic Acid""",dcs:CellularCompartmentEnumCytosol,C10H16O5,3ohsebac,,,,,,,,bio/C10H16O5
3ohsebac_s,"""3-Hydroxy-Sebacic Acid""",dcs:CellularCompartmentEnumExtracellular,C10H16O5,3ohsebac,,,,,,,,bio/C10H16O5
3ohsubcoa_p,"""3-Hydoxy-Suberyl Coenzyme A""",dcs:CellularCompartmentEnumPeroxisome,C29H43N7O20P3S,3ohsubcoa,,,,,,,,bio/C29H43N7O20P3S
3ohsubac_p,"""3-Hydoxy-Suberic Acid""",dcs:CellularCompartmentEnumPeroxisome,C8H12O5,3ohsubac,,,,,,,,bio/C8H12O5
3ohsubac_c,"""3-Hydoxy-Suberic Acid""",dcs:CellularCompartmentEnumCytosol,C8H12O5,3ohsubac,,,,,,,,bio/C8H12O5
3ohsubac_s,"""3-Hydoxy-Suberic Acid""",dcs:CellularCompartmentEnumExtracellular,C8H12O5,3ohsubac,,,,,,,,bio/C8H12O5
5ohhexa_c,"""5-Hydroxyhexanoic Acid""",dcs:CellularCompartmentEnumCytosol,C6H11O3,5ohhexa,,,,,,,,bio/C6H11O3
5ohhexa_s,"""5-Hydroxyhexanoic Acid""",dcs:CellularCompartmentEnumExtracellular,C6H11O3,5ohhexa,,,,,,,,bio/C6H11O3
7ohocata_c,"""7-Hydroxy-Octanoate""",dcs:CellularCompartmentEnumCytosol,C8H15O3,7ohocata,,,,,,,,bio/C8H15O3
7ohocata_s,"""7-Hydroxy-Octanoate""",dcs:CellularCompartmentEnumExtracellular,C8H15O3,7ohocata,,,,,,,,bio/C8H15O3
ethmalcoa_c,"""Ethylmalonyl Coenzyme A""",dcs:CellularCompartmentEnumCytosol,C26H37N7O19P3S,ethmalcoa,,,,,,,,bio/C26H37N7O19P3S
ethmalac_c,"""Ethylmalonic Acid""",dcs:CellularCompartmentEnumCytosol,C5H6O4,ethmalac,,,,,,,,bio/C5H6O4
ethmalac_s,"""Ethylmalonic Acid""",dcs:CellularCompartmentEnumExtracellular,C5H6O4,ethmalac,,,,,,,,bio/C5H6O4
hexgly_c,"""Hexanoyl-Glycine""",dcs:CellularCompartmentEnumCytosol,C8H14NO3,hexgly,,,,,,,,bio/C8H14NO3
hexgly_s,"""Hexanoyl-Glycine""",dcs:CellularCompartmentEnumExtracellular,C8H14NO3,hexgly,,,,,,,,bio/C8H14NO3
methsuccoa_c,"""Methyl-Succinyl Coenzyme A""",dcs:CellularCompartmentEnumCytosol,C26H37N7O19P3S,methsuccoa,,,,,,,,bio/C26H37N7O19P3S
methsucc_c,"""Methyl-Succinate""",dcs:CellularCompartmentEnumCytosol,C5H6O4,methsucc,,,,,,,,bio/C5H6O4
methsucc_s,"""Methyl-Succinate""",dcs:CellularCompartmentEnumExtracellular,C5H6O4,methsucc,,,,,,,,bio/C5H6O4
subgly_c,"""Suberyl-Glycine""",dcs:CellularCompartmentEnumCytosol,C10H15NO5,subgly,,,,,,,,bio/C10H15NO5
subgly_s,"""Suberyl-Glycine""",dcs:CellularCompartmentEnumExtracellular,C10H15NO5,subgly,,,,,,,,bio/C10H15NO5
4ohbut_m,"""4-Hydroxy-Butyrate""",dcs:CellularCompartmentEnumMitochondria,C4H7O3,4ohbut,,,,,,,,bio/C4H7O3
4ohbut_c,"""4-Hydroxy-Butyrate""",dcs:CellularCompartmentEnumCytosol,C4H7O3,4ohbut,,,,,,,,bio/C4H7O3
4ohbut_s,"""4-Hydroxy-Butyrate""",dcs:CellularCompartmentEnumExtracellular,C4H7O3,4ohbut,,,,,,,,bio/C4H7O3
pailste_hs_c,"""1-Stearoylglycerophosphoinositol""",dcs:CellularCompartmentEnumCytosol,C27H52O12P,,,,,,,,,bio/C27H52O12P
peste_hs_c,"""1-Stearoylglycerophosphoethanolamine""",dcs:CellularCompartmentEnumCytosol,C23H48NO7P,peste_hs,,,,,,,,bio/C23H48NO7P
2hxic_L_s,"""2-Hydroxy-Isocaproate""",dcs:CellularCompartmentEnumExtracellular,C6H11O3,2hxic__L,,,,,,,,bio/C6H11O3
2hxic_L_c,"""2-Hydroxy-Isocaproate""",dcs:CellularCompartmentEnumCytosol,C6H11O3,2hxic__L,,,,,,,,bio/C6H11O3
2hydog_c,"""2-Hydroxy-Glutarate""",dcs:CellularCompartmentEnumCytosol,C5H6O5,2hydog,,,,,,,,bio/C5H6O5
2hydog_s,"""2-Hydroxy-Glutarate""",dcs:CellularCompartmentEnumExtracellular,C5H6O5,2hydog,,,,,,,,bio/C5H6O5
glutar_c,"""Glutarate""",dcs:CellularCompartmentEnumCytosol,C5H6O4,glutar,"""CHEBI:17859""",CHEMBL1162495,C00489,MNXM1021,,743,,bio/CHEMBL1162495
thexdd_m,"""7Z,10Z-Hexadecadienoic Acid""",dcs:CellularCompartmentEnumMitochondria,C16H27O2,thexdd,,,,,,,,bio/C16H27O2
thexdd_c,"""7Z,10Z-Hexadecadienoic Acid""",dcs:CellularCompartmentEnumCytosol,C16H27O2,thexdd,,,,,,,,bio/C16H27O2
thexdd_s,"""7Z,10Z-Hexadecadienoic Acid""",dcs:CellularCompartmentEnumExtracellular,C16H27O2,thexdd,,,,,,,,bio/C16H27O2
hexdtr_m,"""(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid""",dcs:CellularCompartmentEnumMitochondria,C16H25O2,hexdtr,,,,,,,,bio/C16H25O2
hexdtr_c,"""(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid""",dcs:CellularCompartmentEnumCytosol,C16H25O2,hexdtr,,,,,,,,bio/C16H25O2
hexdtr_s,"""(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid""",dcs:CellularCompartmentEnumExtracellular,C16H25O2,hexdtr,,,,,,,,bio/C16H25O2
hpdececoa_m,"""Trans-Delta-2-Heptadecanoyl Coenzyme A""",dcs:CellularCompartmentEnumMitochondria,C38H62N7O17P3S,hpdececoa,,,,,,,,bio/C38H62N7O17P3S
hpdece_m,"""Trans-Delta-2-Heptadecanoic Acid""",dcs:CellularCompartmentEnumMitochondria,C17H31O2,hpdece,,,,,,,,bio/C17H31O2
hpdece_c,"""Trans-Delta-2-Heptadecanoic Acid""",dcs:CellularCompartmentEnumCytosol,C17H31O2,hpdece,,,,,,,,bio/C17H31O2
hpdece_s,"""Trans-Delta-2-Heptadecanoic Acid""",dcs:CellularCompartmentEnumExtracellular,C17H31O2,hpdece,,,,,,,,bio/C17H31O2
eic21114tr_c,"""Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid""",dcs:CellularCompartmentEnumCytosol,C20H33O2,eic21114tr,,,,,,,,bio/C20H33O2
eic21114tr_s,"""Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid""",dcs:CellularCompartmentEnumExtracellular,C20H33O2,eic21114tr,,,,,,,,bio/C20H33O2
5eipenc_m,"""5,8,11,14,17-Eicosapentenoic Acid""",dcs:CellularCompartmentEnumMitochondria,C20H29O2,5eipenc,,,,,,,,bio/C20H29O2
5eipenc_c,"""5,8,11,14,17-Eicosapentenoic Acid""",dcs:CellularCompartmentEnumCytosol,C20H29O2,5eipenc,,,,,,,,bio/C20H29O2
5eipenc_s,"""5,8,11,14,17-Eicosapentenoic Acid""",dcs:CellularCompartmentEnumExtracellular,C20H29O2,5eipenc,,,,,,,,bio/C20H29O2
m00981s,"""4-coumarate""",dcs:CellularCompartmentEnumExtracellular,C9H7O3,T4hcinnm,"""CHEBI:32373""",,C00811,MNXM505,,637542,,bio/C9H7O3
m00971s,"""4-androstene-3,17-dione""",dcs:CellularCompartmentEnumExtracellular,C19H26O2,andrstndn,"""CHEBI:16422""",CHEMBL274826,C00280,MNXM162523,HMDB00053,6128,LMST02020007,bio/CHEMBL274826
m00399c,"""16alpha-hydroxydehydroepiandrosterone""",dcs:CellularCompartmentEnumCytosol,C19H28O3,eandrstrn,"""CHEBI:27771""",CHEMBL2057645,C05139,MNXM163801,HMDB00352,102030,,bio/CHEMBL2057645
m00399s,"""16alpha-hydroxydehydroepiandrosterone""",dcs:CellularCompartmentEnumExtracellular,C19H28O3,eandrstrn,"""CHEBI:27771""",CHEMBL2057645,C05139,MNXM163801,HMDB00352,102030,,bio/CHEMBL2057645
m01064s,"""5alpha-androstane-3,17-dione""",dcs:CellularCompartmentEnumExtracellular,C19H28O2,andrstandn,"""CHEBI:15994""",CHEMBL1230438,C00674,MNXM162928,HMDB00899,222865,,bio/CHEMBL1230438
m01065s,"""5alpha-androstane-3alpha,17beta-diol""",dcs:CellularCompartmentEnumExtracellular,C19H32O2,,"""CHEBI:36713""",CHEMBL335062,,MNXM90931,HMDB00554,15818,LMST02020052,bio/CHEMBL335062
m00649s,"""2-hydroxyestradiol-17beta""",dcs:CellularCompartmentEnumExtracellular,C18H24O3,,"""CHEBI:28744""",CHEMBL467987,C05301,MNXM2926,HMDB00338,247304,LMST02010027,bio/CHEMBL467987
m00660s,"""2-methoxyestrone""",dcs:CellularCompartmentEnumExtracellular,C19H24O3,,"""CHEBI:1189""",CHEMBL425194,C05299,MNXM4971,HMDB00010,440624,LMST02010033,bio/CHEMBL425194
m00659s,"""2-methoxyestradiol-17beta""",dcs:CellularCompartmentEnumExtracellular,C19H26O3,,"""CHEBI:28955""",CHEMBL299613,C05302,MNXM4970,HMDB00405,66414,LMST02010035,bio/CHEMBL299613
m00604s,"""21-hydroxyallopregnanolone""",dcs:CellularCompartmentEnumExtracellular,C21H34O3,,"""CHEBI:805752""",,C13713,MNXM8277,HMDB00879,101771,,bio/C21H34O3
m00295s,"""11-deoxycortisol""",dcs:CellularCompartmentEnumExtracellular,C21H30O4,11docrtsl,"""CHEBI:28324""",CHEMBL253144,C05488,MNXM1399,HMDB00015,53477676,LMST02030086,bio/CHEMBL253144
m00294s,"""11-deoxycorticosterone""",dcs:CellularCompartmentEnumExtracellular,C21H30O3,11docrtstrn,"""CHEBI:16973""",CHEMBL1498,C03205,MNXM162887,,6166,LMST02030087,bio/CHEMBL1498
m02763s,"""pregnenolone""",dcs:CellularCompartmentEnumExtracellular,C21H32O2,prgnlone,"""CHEBI:16581""",CHEMBL253363,C01953,MNXM385,HMDB00253,53477678,LMST02030088,bio/CHEMBL253363
m01314s,"""allopregnanolone""",dcs:CellularCompartmentEnumExtracellular,C21H34O2,,"""CHEBI:50169""",CHEMBL207538,C13712,MNXM3494,HMDB01449,92786,LMST02030130,bio/CHEMBL207538
m00409s,"""17alpha-hydroxyprogesterone""",dcs:CellularCompartmentEnumExtracellular,C21H30O3,17ahprgstrn,"""CHEBI:17252""",CHEMBL1062,C01176,MNXM162621,HMDB00374,6238,LMST02030161,bio/CHEMBL1062
m00408s,"""17alpha-hydroxypregnenolone""",dcs:CellularCompartmentEnumExtracellular,C21H32O3,17ahprgnlone,"""CHEBI:28750""",CHEMBL408706,C05138,MNXM162733,HMDB00363,91451,LMST02030089,bio/CHEMBL408706
m01072s,"""5alpha-pregnane-3,20-dione""",dcs:CellularCompartmentEnumExtracellular,C21H32O2,,"""CHEBI:28952""",CHEMBL407717,C03681,MNXM1066,HMDB03759,92810,LMST02030170,bio/CHEMBL407717
m02762s,"""pregnenolone sulfate""",dcs:CellularCompartmentEnumExtracellular,C21H31O5S,prgnlones,"""CHEBI:35420""",CHEMBL1179605,C18044,MNXM2275,HMDB00774,20845972,LMST05020009,bio/CHEMBL1179605
m00407s,"""17alpha-hydroxypregnenolone sulfate""",dcs:CellularCompartmentEnumExtracellular,C21H31O6S,,,,,MNXM468425,,152971,,bio/C21H31O6S
m02473s,"""methylamine""",dcs:CellularCompartmentEnumExtracellular,C1H6N,mma,"""CHEBI:16830""",CHEMBL43280,C00218,MNXM61773,HMDB00164,6329,,bio/CHEMBL43280
m02601s,"""N-methylhistamine""",dcs:CellularCompartmentEnumExtracellular,C6H12N3,mhista,"""CHEBI:29009""",CHEMBL507,C05127,MNXM2840,HMDB00898,3614,,bio/CHEMBL507
m00988s,"""4-hydroxy-2-nonenal""",dcs:CellularCompartmentEnumExtracellular,C9H16O2,,"""CHEBI:58968""",CHEMBL454280,,MNXM6110,HMDB04362,5283344,LMFA06000051,bio/CHEMBL454280
m02518s,"""N8-acetylspermidine""",dcs:CellularCompartmentEnumExtracellular,C9H23N3O,,,,C01029,MNXM1679,,123689,,bio/C9H23N3O
m02603s,"""N-methylsalsolinol""",dcs:CellularCompartmentEnumExtracellular,C11H16NO2,,,,,MNXM31861,HMDB03892,124148,,bio/C11H16NO2
m02875s,"""salsolinol""",dcs:CellularCompartmentEnumExtracellular,C10H14NO2,,"""CHEBI:123715""",,C09642,MNXM9366,HMDB05199,54456,,bio/C10H14NO2
m02803s,"""protoporphyrin""",dcs:CellularCompartmentEnumExtracellular,C34H32N4O4,ppp9,"""CHEBI:15430""",CHEMBL1325592,C02191,MNXM346,,,,bio/CHEMBL1325592
m01045s,"""5,10-methylene-THF""",dcs:CellularCompartmentEnumExtracellular,C20H21N7O6,mlthf,"""CHEBI:1989""",CHEMBL1234270,C00143,MNXM183,,439175,,bio/CHEMBL1234270
m03088s,"""tryptamine""",dcs:CellularCompartmentEnumExtracellular,C10H13N2,trypta,"""CHEBI:16765""",CHEMBL6640,C00398,MNXM806,HMDB00303,1150,,bio/CHEMBL6640
m02891s,"""selenomethionine""",dcs:CellularCompartmentEnumExtracellular,C5H11NO2Se,selmeth,"""CHEBI:27585""",CHEMBL1474517,C05335,MNXM1676,HMDB03966,15103,,bio/CHEMBL1474517
m00028s,"""(18R)-HEPE""",dcs:CellularCompartmentEnumExtracellular,C20H29O3,,"""CHEBI:81563""",,,MNXM33782,,16061126,,bio/C20H29O3
m01039s,"""5(S)-HEPE""",dcs:CellularCompartmentEnumExtracellular,C20H29O3,,,,,MNXM163687,,1766,LMFA03070010,bio/C20H29O3
m01050s,"""5,15-DiHETE""",dcs:CellularCompartmentEnumExtracellular,C20H31O4,,,,,MNXM164329,,5283158,LMFA03060010,bio/C20H31O4
m00385s,"""15-deoxy-prostaglandin J2""",dcs:CellularCompartmentEnumExtracellular,C20H27O3,,,,,MNXM164061,,404025,,bio/C20H27O3
m00293s,"""11-dehydro-thromboxane B2""",dcs:CellularCompartmentEnumExtracellular,C20H31O6,,,,,MNXM9667,,440862,LMFA03030004,bio/C20H31O6
m02823s,"""quinonoid dihydrobiopterin""",dcs:CellularCompartmentEnumExtracellular,C9H13N5O3,,"""CHEBI:64277""",,C02953,MNXM90267,HMDB00038,252,,bio/C9H13N5O3
m00248s,"""1,3-diaminopropane""",dcs:CellularCompartmentEnumExtracellular,C3H12N2,13dampp,"""CHEBI:15725""",CHEMBL174324,C00986,MNXM146468,HMDB00002,428,,bio/CHEMBL174324
m02117s,"""hexadecenoylcarnitine(9)""",dcs:CellularCompartmentEnumExtracellular,C23H43NO4,hdd2crn,,,,MNXM87615,,53477817,,bio/C23H43NO4
m02503s,"""N1-acetylspermidine""",dcs:CellularCompartmentEnumExtracellular,C9H23N3O,,"""CHEBI:17927""",CHEMBL176800,C00612,MNXM501,HMDB01276,496,,bio/CHEMBL176800
m01110s,"""5-hydroxytryptophol""",dcs:CellularCompartmentEnumExtracellular,C10H11NO2,,,,,MNXM8173,HMDB01855,9061,,bio/C10H11NO2
m00727s,"""3,4-dihydroxymandelate""",dcs:CellularCompartmentEnumExtracellular,C8H7O5,34dhoxmand,,,C05580,MNXM3473,,85782,,bio/C8H7O5
m01113s,"""5-methoxytryptophol""",dcs:CellularCompartmentEnumExtracellular,C11H13NO2,,"""CHEBI:114833""",CHEMBL1530938,,MNXM14897,HMDB01896,12835,,bio/CHEMBL1530938
m01417s,"""calcitriol""",dcs:CellularCompartmentEnumExtracellular,C27H44O3,1a25dhvitd3,"""CHEBI:17823""",CHEMBL846,C01673,MNXM1042,HMDB01903,5280453,LMST03020258,bio/CHEMBL846
m02181c,"""isobutyrylglycine""",dcs:CellularCompartmentEnumCytosol,C6H10NO3,,,,,MNXM57844,HMDB00730,10855600,,bio/C6H10NO3
m02181s,"""isobutyrylglycine""",dcs:CellularCompartmentEnumExtracellular,C6H10NO3,,,,,MNXM57844,HMDB00730,10855600,,bio/C6H10NO3
m02534c,"""N-acetyl-L-cysteine""",dcs:CellularCompartmentEnumCytosol,C5H8NO3S,,,,,MNXM98606,,12035,,bio/C5H8NO3S
m02534s,"""N-acetyl-L-cysteine""",dcs:CellularCompartmentEnumExtracellular,C5H8NO3S,,,,,MNXM98606,,12035,,bio/C5H8NO3S
m02942c,"""succinate semialdehyde""",dcs:CellularCompartmentEnumCytosol,C4H5O3,sucsal,"""CHEBI:16265""",,C00232,MNXM172,HMDB01259,1112,,bio/C4H5O3
m02942s,"""succinate semialdehyde""",dcs:CellularCompartmentEnumExtracellular,C4H5O3,sucsal,"""CHEBI:16265""",,C00232,MNXM172,HMDB01259,1112,,bio/C4H5O3
m00373s,"""15(R)-HEPE""",dcs:CellularCompartmentEnumExtracellular,C20H29O3,,,,,MNXM33481,,53480357,LMFA03070037,bio/C20H29O3
m01767s,"""ecgonine-methyl ester""",dcs:CellularCompartmentEnumExtracellular,C10H17NO3,egme,"""CHEBI:31529""",CHEMBL1232472,C12448,MNXM164755,,,,bio/CHEMBL1232472
m00324c,"""12-hydroxy-arachidonate""",dcs:CellularCompartmentEnumCytosol,C20H31O3,12harachd,,,,MNXM13977,HMDB06111,5312983,,bio/C20H31O3
m00324s,"""12-hydroxy-arachidonate""",dcs:CellularCompartmentEnumExtracellular,C20H31O3,12harachd,,,,MNXM13977,HMDB06111,5312983,,bio/C20H31O3
m00428c,"""18-hydroxy-arachidonate""",dcs:CellularCompartmentEnumCytosol,C20H31O3,18harachd,,,,MNXM14054,HMDB06245,11141754,,bio/C20H31O3
m00428s,"""18-hydroxy-arachidonate""",dcs:CellularCompartmentEnumExtracellular,C20H31O3,18harachd,,,,MNXM14054,HMDB06245,11141754,,bio/C20H31O3
m02933s,"""squalene""",dcs:CellularCompartmentEnumExtracellular,C30H50,sql,"""CHEBI:15440""",CHEMBL458402,C00751,MNXM292,,11975273,LMPR0106010002,bio/CHEMBL458402
m01101c,"""5-guanidino-2-oxopentanoate""",dcs:CellularCompartmentEnumCytosol,C6H11N3O3,5g2oxpt,"""CHEBI:58489""",,C03771,MNXM1037,HMDB04225,558,,bio/C6H11N3O3
m01101s,"""5-guanidino-2-oxopentanoate""",dcs:CellularCompartmentEnumExtracellular,C6H11N3O3,5g2oxpt,"""CHEBI:58489""",,C03771,MNXM1037,HMDB04225,558,,bio/C6H11N3O3
m01660s,"""dehydroepiandrosterone""",dcs:CellularCompartmentEnumExtracellular,C19H28O2,dhea,"""CHEBI:220467""",,C01227,MNXM375,HMDB00077,9860744,LMST02020021,bio/C19H28O2
m01790s,"""estrone""",dcs:CellularCompartmentEnumExtracellular,C18H22O2,estrone,"""CHEBI:17263""",CHEMBL1405,C00468,MNXM327,HMDB00145,5870,LMST02010004,bio/CHEMBL1405
m00650s,"""2-hydroxyestrone""",dcs:CellularCompartmentEnumExtracellular,C18H22O3,,"""CHEBI:1156""",CHEMBL1627343,C05298,MNXM3813,HMDB00343,440623,LMST02010032,bio/CHEMBL1627343
m01504c,"""cholesterol-ester-palm""",dcs:CellularCompartmentEnumCytosol,C43H76O2,,"""CHEBI:3663""",,C11251,MNXM163779,,246520,LMST01020005,bio/C43H76O2
m01504s,"""cholesterol-ester-palm""",dcs:CellularCompartmentEnumExtracellular,C43H76O2,,"""CHEBI:3663""",,C11251,MNXM163779,,246520,LMST01020005,bio/C43H76O2
m00610s,"""24-hydroxycholesterol""",dcs:CellularCompartmentEnumExtracellular,C27H46O2,xol24oh,"""CHEBI:34310""",CHEMBL171804,C13550,MNXM1055,HMDB01419,121948,LMST01010019,bio/CHEMBL171804
