id,compartment,metabolite_dcid
lyslyslys_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Lysyl-Lysine
lyspheile_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Phenylalanyl-Isoleucine
lystrparg_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Tryptophanyl-Arginine
lystyrile_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Tyrosyl-Isoleucine
lysvalphe_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Valyl-Phenylalanine
lysvaltrp_s,dcs:CellularCompartmentExtracellular,bio/Lysyl-Valyl-Tryptophan
metargleu_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Arginyl-Leucine
metasntyr_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Asparaginyl-Tyrosine
metglntyr_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Glutaminyl-Tyrosine
metglyarg_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Glycyl-Arginine
methislys_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Histidyl-Lysine
metmetile_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Methionyl-Isoleucine
metphearg_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Phenylalanyl-Arginine
mettrpphe_s,dcs:CellularCompartmentExtracellular,bio/Methionyl-Tryptophanyl-Phenylalanine
pheasnmet_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Asparaginyl-Methionine
pheasp_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Aspartate
pheglnphe_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Glutaminyl-Phenylalanine
pheleu_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Leucine
pheleuasp_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Leucyl-Aspartate
pheleuhis_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Leucyl-Histidine
phelysala_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Lysyl-Alanine
phelyspro_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Lysyl-Proline
phephe_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Phenylalanine
phepheasn_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Phenylalaninyl-Asparagine
phephethr_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Phenylalaninyl-Threonine
pheproarg_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Prolyl-Arginine
phesertrp_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Seryl-Tryptophan
phethrlys_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Threonyl-Lysine
phetrpleu_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Tryptophanyl-Leucine
phetyr_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Tyrosine
phetyrgln_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Tyrosinyl-Glutamine
phetyrlys_s,dcs:CellularCompartmentExtracellular,bio/Phenylalanyl-Tyrosinyl-Lysine
proargasp_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Arginyl-Aspartate
proargcys_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Arginyl-Cysteine
proasncys_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Asparaginyl-Cysteine
procys_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Cysteine
proglnpro_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Glutaminyl-Proline
proglulys_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Glutamatsyl-Lysine
prohis_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Histidine
prohistyr_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Histidyl-Tyrosine
proleuarg_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Leucyl-Arginine
prolyspro_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Lysyl-Proline
prophe_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Phenylalanine
proproarg_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Prolyl-Arginine
propropro_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Prolyl-Proline
protrplys_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Tryptophanyl-Lysine
protrpthr_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Tryptophanyl-Threonine
provalgln_s,dcs:CellularCompartmentExtracellular,bio/Prolyl-Valyl-Glutamine
serargala_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Arginyl-Alanine
serargtrp_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Arginyl-Tryptophan
sercysarg_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Cysteinyl-Arginine
serglyglu_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Glycyl-Glutamate
serlyshis_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Lysyl-Histidine
serphelys_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Phenylalanyl-Lysine
sertrphis_s,dcs:CellularCompartmentExtracellular,bio/Seryl-Tryptophanyl-Histidine
thrargtyr_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Arginyl-Tyrosine
thrasntyr_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Asparaginyl-Tyrosine
thrglnglu_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Glutaminyl-Glutamate
thrglntyr_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Glutaminyl-Tyrosine
thrhishis_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Histidinyl-Histidine
thrilearg_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Isoleucyl-Arginine
thrmetarg_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Methionyl-Arginine
thrphearg_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Phenylalanyl-Arginine
thrserarg_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Seryl-Arginine
thrthrarg_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Threonyl-Arginine
thrtyrmet_s,dcs:CellularCompartmentExtracellular,bio/Threonyl-Tyrosyl-Methionine
trpalapro_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Alanyl-Proline
trpargala_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Arginyl-Alanine
trpaspasp_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Aspartyl-Aspartate
trpglngln_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glutaminyl-Glutamine
trpglugly_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glutamyl-Glycine
trpgluleu_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glutamyl-Leucine
trpglupro_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glutamyl-Proline
trpglutyr_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glutamyl-Tyrosine
trpglyleu_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glycyl-Leucine
trpglyphe_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glycyl-Phenylalanine
trpglyval_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glycyl-Valine
trphismet_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Histidyl-Methionine
trpilelys_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Isoleucyl-Lysine
trpiletrp_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Isoleucyl-Tryptophan
trpleuval_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Leucyl-Valine
trplys_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Lysine
trpmetarg_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Methionyl-Arginine
trpmetval_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Methionyl-Valine
trpphe_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Phenylalanine
trpprogly_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Prolyl-Glycine
trpproleu_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Prolyl-Leucine
trpproval_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Prolyl-Valine
trpsertyr_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Seryl-Tyrosine
trpthrglu_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Threonyl-Glutamate
trpthrile_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Threonyl-Isoleucine
trpthrtyr_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Threonyl-Tyrosine
trptyrgln_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Tyrosyl-Glutamine
trptyrtyr_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Tyrosyl-Tyrosine
trpvalasp_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Valyl-Aspartate
tyrala_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Alanine
tyralaphe_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Alaninyl-Phenylalanine
tyrargglu_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Arginyl-Glutamate
tyrargser_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Arginyl-Serine
tyrasparg_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Aspartyl-Arginine
tyrcysgly_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Cysteinyl-Glycine
tyrcysthr_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Cysteinyl-Threonine
tyrglu_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Glutamate
tyrleuarg_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Leucyl-Arginine
tyrphetyr_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Phenylalanyl-Tyrosine
tyrthr_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Threonine
tyrtrpphe_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Tryptophanyl-Phenylalanine
tyrtyr_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Tyrosine
tyrvalmet_s,dcs:CellularCompartmentExtracellular,bio/Tyrosyl-Valyl-Methionine
valarggly_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Arginyl-Glycine
valhisasn_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Histidyl-Asparagine
valleuphe_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Leucyl-Phenylalanine
vallystyr_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Lysyl-Tyrosine
valphearg_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Phenylalanyl-Arginine
valprotrp_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Prolyl-Tryptophan
valserarg_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Seryl-Arginine
valtrpphe_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Tryptophanyl-Phenylalanine
valtrpval_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Tryptophanyl-Valine
valval_s,dcs:CellularCompartmentExtracellular,bio/Valyl-Valine
trpglyasp_s,dcs:CellularCompartmentExtracellular,bio/Tryptophanyl-Glycyl-Aspartate
alaargcys_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Arginyl-Cysteine
alaarggly_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Arginyl-Glycine
alaasnleu_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Asparaginyl-Leucine
alaglylys_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Glycyl-Lysine
alahisala_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Histidyl-Alanine
alalysthr_c,dcs:CellularCompartmentCytosol,bio/Alanyl-Lysine-Threonine
argalaala_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Alanyl-Alanine
argalaphe_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Alanine-Phenylalanine
argalathr_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Alanyl-Threonine
argarg_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Arginine
argarglys_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Arginyl-Lysine
argargmet_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Arginyl-Metheonine
argcysgly_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Cystinyl-Glycine
argcysser_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Cystinyl-Serine
arggluglu_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Glutamyl-Glutamate
argglupro_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Glutamyl-Proline
argglygly_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Glycyl-Glycine
arghisthr_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Histidyl-Threonine
argleuphe_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Leucyl-Phenylalanine
arglysasp_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Lysyl-Aspartate
argphearg_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Phenylalanine-Arginine
argpromet_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Prolyl-Methionine
argprothr_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Prolyl-Threonine
argserser_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Seryl-Serine
argtyrval_c,dcs:CellularCompartmentCytosol,bio/Argtyrval
argvalcys_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Valyl-Cysteine
argvaltrp_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Valyl-Tryptophan
asnasnarg_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Asparaginyl-Arginine
asncyscys_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Cysteinyl-Cysteine
asnmetpro_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Methionyl-Proline
asnpheasp_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Phenylalanyl-Aspartate
asnphecys_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Phenylalanyl-Cysteine
asntyrgly_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Tyrosyl-Glycine
asntyrphe_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Tyrosyl-Phenylalanine
asntyrthr_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Tyrosyl-Threonine
aspalaarg_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Alanyl-Arginine
aspasnglu_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Asparaginyl-Glutamate
aspglu_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Glutamate
aspglupro_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Glutamyl-Proline
aspglutrp_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Glutamyl-Tryptophan
asphiscys_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Histidyl-Cysteine
asphispro_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Histidyl-Proline
asplysglu_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Lysyl-Glutamate
asplyshis_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Lysyl-Histidine
aspmetasp_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Methionyl-Aspartate
aspprolys_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Prolyl-Lysine
aspvalasn_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Valyl-Asparagine
cysasnmet_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Asparaginyl-Methionine
cysaspphe_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Aspartyl-Phenylalanine
cyscys_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Cysteine
cysglnmet_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Glutaminyl-Methionine
cysgluhis_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Glutamyl-Histidine
cysglutrp_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Glutamyl-Tryptophan
cysleuthr_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Leucyl-Threonine
cyssermet_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Seryl-Methionine
cystyrasn_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Tyrosyl-Asparagine
glnasngln_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Asparaginyl-Glutamine
glnhishis_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Histidyl-Histidine
glnhislys_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Histidyl-Lysine
glnlyslys_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Lysyl-Lysine
glnlystrp_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Lysyl-Tryptophan
glnproglu_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Prolyl-Glutamate
glntrpglu_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Tryptophanyl-Glutamate
glntyrleu_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Tyrosyl-Leucine
gluargleu_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Arginyl-Leucine
gluasnleu_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Asparaginyl-Leucine
gluglu_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Glutamate
gluilelys_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Isoleucyl-Lysine
gluleu_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Leucine
glumet_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Methionine
glumethis_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Methioninyl-Histidine
gluthr_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Threonine
gluthrlys_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Threonyl-Lysine
glutrpala_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Tryptophanyl-Alanine
glyhisasn_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Histidyl-Asparagine
glyhislys_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Histidyl-Lysine
glylyscys_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Lysyl-Cysteine
glylysphe_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Lysyl-Phenylalanine
glytyrlys_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Tyrosyl-Lysine
glyvalhis_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Valyl-Histidine
hisargcys_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Arginyl-Cysteine
hisargser_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Arginyl-Serine
hisasp_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Aspartate
hiscyscys_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Cystyl-Cysteine
hisglnala_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Glutaminyl-Alanine
hisglu_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Glutamate
hisglugln_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Glutamyl-Glutamine
hisglylys_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Lysine
hishislys_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Histidyl-Lysine
hislysala_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Alanine
hislysglu_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Glutamate
hislysile_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Isoleucine
hislysthr_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Threonine
hislysval_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Valine
hismet_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Methionine
hismetgln_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Methionyl-Glutamine
hisphearg_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Phenylalanyl-Arginine
hisprolys_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Prolyl-Lysine
histrphis_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Tryptophanyl-Histidine
ileargile_c,dcs:CellularCompartmentCytosol,bio/Isoleucyl-Arginyl-Isoleucine
ileasnhis_c,dcs:CellularCompartmentCytosol,bio/Isoleucyl-Asparaginyl-Histidine
ileasp_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Aspartate
ileglnglu_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Glutaminyl-Glutamate
ileglyarg_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Glycyl-Arginine
ileprolys_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Prolyl-Lysine
ileserarg_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Seryl-Arginine
iletrptyr_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Tryptophanyl-Tyrosine
leualaarg_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Alanyl-Arginine
leuasnasp_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Asparaginyl-Aspartate
leuasplys_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Aspartyl-Lysine
leuleutrp_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Leucyl-Tryptophan
leupro_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Proline
leuproarg_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Prolyl-Arginine
leusertrp_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Seryl-Tryptophan
leutrp_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Tryptophan
leutrparg_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Tryptophanyl-Arginine
leutyrtyr_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Tyrosyl-Tyrosine
leuval_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Valine
lysargleu_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Arginyl-Leucine
lyscyshis_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Cysteinyl-Histidine
lysglnphe_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Glutaminyl-Phenylalanine
lysgluglu_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Glutamyl-Glutamate
lyslyslys_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Lysyl-Lysine
lyspheile_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Phenylalanyl-Isoleucine
lystrparg_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Tryptophanyl-Arginine
lystyrile_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Tyrosyl-Isoleucine
lysvalphe_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Valyl-Phenylalanine
lysvaltrp_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Valyl-Tryptophan
metargleu_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Arginyl-Leucine
metasntyr_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Asparaginyl-Tyrosine
metglntyr_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Glutaminyl-Tyrosine
metglyarg_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Glycyl-Arginine
methislys_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Histidyl-Lysine
metmetile_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Methionyl-Isoleucine
metphearg_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Phenylalanyl-Arginine
mettrpphe_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Tryptophanyl-Phenylalanine
pheasnmet_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Asparaginyl-Methionine
pheasp_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Aspartate
pheglnphe_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Glutaminyl-Phenylalanine
pheleu_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Leucine
pheleuasp_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Leucyl-Aspartate
pheleuhis_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Leucyl-Histidine
phelysala_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Lysyl-Alanine
phelyspro_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Lysyl-Proline
phephe_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Phenylalanine
phepheasn_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Phenylalaninyl-Asparagine
phephethr_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Phenylalaninyl-Threonine
pheproarg_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Prolyl-Arginine
phesertrp_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Seryl-Tryptophan
phethrlys_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Threonyl-Lysine
phetrpleu_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Tryptophanyl-Leucine
phetyr_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Tyrosine
phetyrgln_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Tyrosinyl-Glutamine
phetyrlys_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Tyrosinyl-Lysine
proargasp_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Arginyl-Aspartate
proargcys_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Arginyl-Cysteine
proasncys_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Asparaginyl-Cysteine
procys_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Cysteine
proglnpro_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Glutaminyl-Proline
proglulys_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Glutamatsyl-Lysine
prohis_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Histidine
prohistyr_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Histidyl-Tyrosine
proleuarg_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Leucyl-Arginine
prolyspro_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Lysyl-Proline
prophe_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Phenylalanine
proproarg_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Prolyl-Arginine
propropro_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Prolyl-Proline
protrplys_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Tryptophanyl-Lysine
protrpthr_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Tryptophanyl-Threonine
provalgln_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Valyl-Glutamine
serargala_c,dcs:CellularCompartmentCytosol,bio/Seryl-Arginyl-Alanine
serargtrp_c,dcs:CellularCompartmentCytosol,bio/Seryl-Arginyl-Tryptophan
sercysarg_c,dcs:CellularCompartmentCytosol,bio/Seryl-Cysteinyl-Arginine
serglyglu_c,dcs:CellularCompartmentCytosol,bio/Seryl-Glycyl-Glutamate
serlyshis_c,dcs:CellularCompartmentCytosol,bio/Seryl-Lysyl-Histidine
serphelys_c,dcs:CellularCompartmentCytosol,bio/Seryl-Phenylalanyl-Lysine
sertrphis_c,dcs:CellularCompartmentCytosol,bio/Seryl-Tryptophanyl-Histidine
