id,compartment,metabolite_dcid
m01807s,dcs:CellularCompartmentExtracellular,bio/fatty acid-chylomicron pool
m01808c,dcs:CellularCompartmentCytosol,bio/MNXM72
m01808r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM72
m01809c,dcs:CellularCompartmentCytosol,bio/MNXM72
m01810c,dcs:CellularCompartmentCytosol,bio/MNXM72
m01811c,dcs:CellularCompartmentCytosol,bio/MNXM72
m01812c,dcs:CellularCompartmentCytosol,bio/MNXM72
m01813c,dcs:CellularCompartmentCytosol,bio/MNXM72
m01814c,dcs:CellularCompartmentCytosol,bio/MNXM72
m01815c,dcs:CellularCompartmentCytosol,bio/MNXM72
m01816n,dcs:CellularCompartmentNucleus,bio/fatty acid-ligands
m01819s,dcs:CellularCompartmentExtracellular,bio/MNXM72
m01820s,dcs:CellularCompartmentExtracellular,bio/MNXM72
m01821c,dcs:CellularCompartmentCytosol,bio/MNXM111
m01821m,dcs:CellularCompartmentMitochondria,bio/MNXM111
m01821s,dcs:CellularCompartmentExtracellular,bio/MNXM111
m01822c,dcs:CellularCompartmentCytosol,bio/MNXM196
m01822s,dcs:CellularCompartmentExtracellular,bio/MNXM196
m01823c,dcs:CellularCompartmentCytosol,bio/MNXM1083
m01824c,dcs:CellularCompartmentCytosol,bio/MNXM5749
m01824m,dcs:CellularCompartmentMitochondria,bio/MNXM5749
m01825c,dcs:CellularCompartmentCytosol,bio/MNXM1084
m01826c,dcs:CellularCompartmentCytosol,bio/MNXM5749
m01826m,dcs:CellularCompartmentMitochondria,bio/MNXM5749
m01827c,dcs:CellularCompartmentCytosol,bio/MNXM5157
m01827l,dcs:CellularCompartmentLysosome,bio/MNXM5157
m01827s,dcs:CellularCompartmentExtracellular,bio/MNXM5157
m01828c,dcs:CellularCompartmentCytosol,bio/CHEMBL1201794
m01829g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM12419
m01830c,dcs:CellularCompartmentCytosol,bio/CHEMBL1622
m01830m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1622
m01830s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1622
m01831c,dcs:CellularCompartmentCytosol,bio/CHEMBL1255
m01831l,dcs:CellularCompartmentLysosome,bio/CHEMBL1255
m01831m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1255
m01831p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1255
m01832c,dcs:CellularCompartmentCytosol,bio/MNXM53766
m01832n,dcs:CellularCompartmentNucleus,bio/MNXM53766
m01833c,dcs:CellularCompartmentCytosol,bio/CHEMBL116736
m01833m,dcs:CellularCompartmentMitochondria,bio/CHEMBL116736
m01833n,dcs:CellularCompartmentNucleus,bio/CHEMBL116736
m01833p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL116736
m01833r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL116736
m01833s,dcs:CellularCompartmentExtracellular,bio/CHEMBL116736
m01834c,dcs:CellularCompartmentCytosol,bio/MNXM53799
m01835c,dcs:CellularCompartmentCytosol,bio/CHEMBL1213015
m01836c,dcs:CellularCompartmentCytosol,bio/MNXM563
m01836p,dcs:CellularCompartmentPeroxisome,bio/MNXM563
m01837c,dcs:CellularCompartmentCytosol,bio/MNXM952
m01838c,dcs:CellularCompartmentCytosol,bio/MNXM93404
m01839c,dcs:CellularCompartmentCytosol,bio/MNXM163810
m01840c,dcs:CellularCompartmentCytosol,bio/CHEMBL604608
m01840s,dcs:CellularCompartmentExtracellular,bio/CHEMBL604608
m01841c,dcs:CellularCompartmentCytosol,bio/CHEMBL1235112
m01842c,dcs:CellularCompartmentCytosol,bio/MNXM145568
m01843c,dcs:CellularCompartmentCytosol,bio/MNXM651
m01844c,dcs:CellularCompartmentCytosol,bio/fructose-3-phosphate
m01845c,dcs:CellularCompartmentCytosol,bio/MNXM162235
m01846c,dcs:CellularCompartmentCytosol,bio/MNXM53921
m01847c,dcs:CellularCompartmentCytosol,bio/MNXM167747
m01848c,dcs:CellularCompartmentCytosol,bio/MNXM167748
m01849c,dcs:CellularCompartmentCytosol,bio/MNXM13395
m01850c,dcs:CellularCompartmentCytosol,bio/MNXM7937
m01850g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7937
m01850s,dcs:CellularCompartmentExtracellular,bio/MNXM7937
m01851c,dcs:CellularCompartmentCytosol,bio/MNXM9221
m01851g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9221
m01851s,dcs:CellularCompartmentExtracellular,bio/MNXM9221
m01852c,dcs:CellularCompartmentCytosol,bio/MNXM7942
m01852g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7942
m01852s,dcs:CellularCompartmentExtracellular,bio/MNXM7942
m01853c,dcs:CellularCompartmentCytosol,bio/MNXM7940
m01853g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7940
m01853s,dcs:CellularCompartmentExtracellular,bio/MNXM7940
m01854g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9480
m01855g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9474
m01856g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9479
m01857g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9477
m01858g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9478
m01859c,dcs:CellularCompartmentCytosol,bio/MNXM7939
m01859g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7939
m01859s,dcs:CellularCompartmentExtracellular,bio/MNXM7939
m01860c,dcs:CellularCompartmentCytosol,bio/MNXM41297
m01861c,dcs:CellularCompartmentCytosol,bio/MNXM8618
m01861g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8618
m01861s,dcs:CellularCompartmentExtracellular,bio/MNXM8618
m01862c,dcs:CellularCompartmentCytosol,bio/CHEMBL503160
m01862m,dcs:CellularCompartmentMitochondria,bio/CHEMBL503160
m01863c,dcs:CellularCompartmentCytosol,bio/MNXM691
m01864c,dcs:CellularCompartmentCytosol,bio/MNXM92324
m01865c,dcs:CellularCompartmentCytosol,bio/MNXM9296
m01866c,dcs:CellularCompartmentCytosol,bio/MNXM147337
m01866r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM147337
m01867r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM31425
m01868g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9270
m01869g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9264
m01870g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM13396
m01870s,dcs:CellularCompartmentExtracellular,bio/MNXM13396
m01871g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9263
m01872g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM13371
m01872s,dcs:CellularCompartmentExtracellular,bio/MNXM13371
m01873c,dcs:CellularCompartmentCytosol,bio/MNXM41010
m01874c,dcs:CellularCompartmentCytosol,bio/MNXM7939
m01874s,dcs:CellularCompartmentExtracellular,bio/MNXM7939
m01876c,dcs:CellularCompartmentCytosol,bio/MNXM9471
m01877c,dcs:CellularCompartmentCytosol,bio/MNXM9472
m01878c,dcs:CellularCompartmentCytosol,bio/MNXM9476
m01879c,dcs:CellularCompartmentCytosol,bio/MNXM9477
m01880c,dcs:CellularCompartmentCytosol,bio/MNXM9475
m01880g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9475
m01881c,dcs:CellularCompartmentCytosol,bio/MNXM9286
m01881s,dcs:CellularCompartmentExtracellular,bio/MNXM9286
m01882c,dcs:CellularCompartmentCytosol,bio/MNXM9474
m01883c,dcs:CellularCompartmentCytosol,bio/MNXM7940
m01883s,dcs:CellularCompartmentExtracellular,bio/MNXM7940
m01884c,dcs:CellularCompartmentCytosol,bio/MNXM7941
m01884s,dcs:CellularCompartmentExtracellular,bio/MNXM7941
m01885c,dcs:CellularCompartmentCytosol,bio/MNXM9478
m01886c,dcs:CellularCompartmentCytosol,bio/MNXM9269
m01887c,dcs:CellularCompartmentCytosol,bio/MNXM7942
m01887s,dcs:CellularCompartmentExtracellular,bio/MNXM7942
m01895c,dcs:CellularCompartmentCytosol,bio/MNXM9326
m01896r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM9262
m01897r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM9265
m01898r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM9273
m01899r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM148041
m01900r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM147643
m01904c,dcs:CellularCompartmentCytosol,bio/MNXM92326
m01904g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM92326
m01905c,dcs:CellularCompartmentCytosol,bio/MNXM91597
m01905g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM91597
m01906g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM5514
m01907g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9471
m01908g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9476
m01909c,dcs:CellularCompartmentCytosol,bio/CHEMBL1773904
m01910c,dcs:CellularCompartmentCytosol,bio/CHEMBL1233058
m01910l,dcs:CellularCompartmentLysosome,bio/CHEMBL1233058
m01910s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1233058
m01911c,dcs:CellularCompartmentCytosol,bio/MNXM336
m01912c,dcs:CellularCompartmentCytosol,bio/MNXM7370
m01912g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7370
m01913s,dcs:CellularCompartmentExtracellular,bio/CHEMBL446492
m01914c,dcs:CellularCompartmentCytosol,bio/MNXM7938
m01914g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7938
m01914s,dcs:CellularCompartmentExtracellular,bio/MNXM7938
m01915c,dcs:CellularCompartmentCytosol,bio/MNXM7941
m01915g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7941
m01915s,dcs:CellularCompartmentExtracellular,bio/MNXM7941
m01916c,dcs:CellularCompartmentCytosol,bio/MNXM7943
m01916g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7943
m01916s,dcs:CellularCompartmentExtracellular,bio/MNXM7943
m01917c,dcs:CellularCompartmentCytosol,bio/MNXM8628
m01917g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8628
m01917s,dcs:CellularCompartmentExtracellular,bio/MNXM8628
m01918g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM11615
m01919c,dcs:CellularCompartmentCytosol,bio/MNXM8629
m01919g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8629
m01919s,dcs:CellularCompartmentExtracellular,bio/MNXM8629
m01920g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM11616
m01921g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM11618
m01922c,dcs:CellularCompartmentCytosol,bio/CHEMBL2074645
m01923c,dcs:CellularCompartmentCytosol,bio/MNXM163392
m01923m,dcs:CellularCompartmentMitochondria,bio/MNXM163392
m01924c,dcs:CellularCompartmentCytosol,bio/MNXM163393
m01925s,dcs:CellularCompartmentExtracellular,bio/MNXM8633
m01926s,dcs:CellularCompartmentExtracellular,bio/MNXM11629
m01927c,dcs:CellularCompartmentCytosol,bio/CHEMBL460831
m01928c,dcs:CellularCompartmentCytosol,bio/MNXM167778
m01929c,dcs:CellularCompartmentCytosol,bio/MNXM6881
m01930c,dcs:CellularCompartmentCytosol,bio/MNXM167779
m01931c,dcs:CellularCompartmentCytosol,bio/MNXM167780
m01932c,dcs:CellularCompartmentCytosol,bio/CHEMBL464982
m01932l,dcs:CellularCompartmentLysosome,bio/CHEMBL464982
m01932r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL464982
m01932s,dcs:CellularCompartmentExtracellular,bio/CHEMBL464982
m01933c,dcs:CellularCompartmentCytosol,bio/MNXM8635
m01933m,dcs:CellularCompartmentMitochondria,bio/MNXM8635
m01933r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM8635
m01934c,dcs:CellularCompartmentCytosol,bio/MNXM162293
m01934m,dcs:CellularCompartmentMitochondria,bio/MNXM162293
m01934p,dcs:CellularCompartmentPeroxisome,bio/MNXM162293
m01934r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM162293
m01935c,dcs:CellularCompartmentCytosol,bio/MNXM2522
m01935r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM2522
m01935s,dcs:CellularCompartmentExtracellular,bio/MNXM2522
m01936c,dcs:CellularCompartmentCytosol,bio/MNXM164787
m01937c,dcs:CellularCompartmentCytosol,bio/MNXM167781
m01938c,dcs:CellularCompartmentCytosol,bio/MNXM54335
m01938r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM54335
m01938s,dcs:CellularCompartmentExtracellular,bio/MNXM54335
m01939c,dcs:CellularCompartmentCytosol,bio/CHEMBL1232918
m01940c,dcs:CellularCompartmentCytosol,bio/MNXM463
m01941c,dcs:CellularCompartmentCytosol,bio/MNXM8637
m01941g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8637
m01942g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM11644
m01943c,dcs:CellularCompartmentCytosol,bio/MNXM11645
m01943g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM11645
m01944c,dcs:CellularCompartmentCytosol,bio/MNXM8638
m01944g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8638
m01944s,dcs:CellularCompartmentExtracellular,bio/MNXM8638
m01945c,dcs:CellularCompartmentCytosol,bio/MNXM8639
m01945g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8639
m01945s,dcs:CellularCompartmentExtracellular,bio/MNXM8639
m01946c,dcs:CellularCompartmentCytosol,bio/MNXM11646
m01946g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM11646
m01947c,dcs:CellularCompartmentCytosol,bio/MNXM6274
m01947g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM6274
m01948c,dcs:CellularCompartmentCytosol,bio/CHEMBL384759
m01948g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL384759
m01948m,dcs:CellularCompartmentMitochondria,bio/CHEMBL384759
m01948n,dcs:CellularCompartmentNucleus,bio/CHEMBL384759
m01948s,dcs:CellularCompartmentExtracellular,bio/CHEMBL384759
m01949c,dcs:CellularCompartmentCytosol,bio/MNXM516
m01950c,dcs:CellularCompartmentCytosol,bio/MNXM193
m01950g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM193
m01951c,dcs:CellularCompartmentCytosol,bio/MNXM82
m01952c,dcs:CellularCompartmentCytosol,bio/MNXM4270
m01953c,dcs:CellularCompartmentCytosol,bio/CHEMBL41342
m01954g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM18091
m01955g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM18092
m01955c,dcs:CellularCompartmentCytosol,bio/MNXM18092
m01955s,dcs:CellularCompartmentExtracellular,bio/MNXM18092
m01956g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM11679
m01957c,dcs:CellularCompartmentCytosol,bio/MNXM90829
m01958c,dcs:CellularCompartmentCytosol,bio/MNXM13344
m01959c,dcs:CellularCompartmentCytosol,bio/MNXM4598
m01959g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM4598
m01959l,dcs:CellularCompartmentLysosome,bio/MNXM4598
m01959s,dcs:CellularCompartmentExtracellular,bio/MNXM4598
m01960c,dcs:CellularCompartmentCytosol,bio/MNXM91318
m01960g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM91318
m01960l,dcs:CellularCompartmentLysosome,bio/MNXM91318
m01961c,dcs:CellularCompartmentCytosol,bio/MNXM429
m01961r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM429
m01962c,dcs:CellularCompartmentCytosol,bio/MNXM533
m01962s,dcs:CellularCompartmentExtracellular,bio/MNXM533
m01963c,dcs:CellularCompartmentCytosol,bio/MNXM370
m01964c,dcs:CellularCompartmentCytosol,bio/MNXM7380
m01964r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM7380
m01965c,dcs:CellularCompartmentCytosol,bio/CHEMBL1222250
m01965g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL1222250
m01965l,dcs:CellularCompartmentLysosome,bio/CHEMBL1222250
m01965r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1222250
m01965s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1222250
m01966c,dcs:CellularCompartmentCytosol,bio/MNXM1723
m01966s,dcs:CellularCompartmentExtracellular,bio/MNXM1723
m01967c,dcs:CellularCompartmentCytosol,bio/MNXM89588
m01968c,dcs:CellularCompartmentCytosol,bio/CHEMBL4283156
m01968r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL4283156
m01969g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7383
m01969r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM7383
m01970g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7384
m01970r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM7384
m01971g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7385
m01971r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM7385
m01972c,dcs:CellularCompartmentCytosol,bio/MNXM5169
m01972g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM5169
m01972l,dcs:CellularCompartmentLysosome,bio/MNXM5169
m01972r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM5169
m01972s,dcs:CellularCompartmentExtracellular,bio/MNXM5169
m01973c,dcs:CellularCompartmentCytosol,bio/MNXM241
m01973l,dcs:CellularCompartmentLysosome,bio/MNXM241
m01973r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM241
m01974c,dcs:CellularCompartmentCytosol,bio/CHEMBL575060
m01974l,dcs:CellularCompartmentLysosome,bio/CHEMBL575060
m01974m,dcs:CellularCompartmentMitochondria,bio/CHEMBL575060
m01974r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL575060
m01974s,dcs:CellularCompartmentExtracellular,bio/CHEMBL575060
m01975c,dcs:CellularCompartmentCytosol,bio/CHEMBL930
m01975l,dcs:CellularCompartmentLysosome,bio/CHEMBL930
m01975m,dcs:CellularCompartmentMitochondria,bio/CHEMBL930
m01975s,dcs:CellularCompartmentExtracellular,bio/CHEMBL930
m01976m,dcs:CellularCompartmentMitochondria,bio/MNXM1280
m01977m,dcs:CellularCompartmentMitochondria,bio/MNXM382
m01978c,dcs:CellularCompartmentCytosol,bio/MNXM5770
m01979c,dcs:CellularCompartmentCytosol,bio/MNXM165154
m01980c,dcs:CellularCompartmentCytosol,bio/MNXM162246
m01980s,dcs:CellularCompartmentExtracellular,bio/MNXM162246
m01981c,dcs:CellularCompartmentCytosol,bio/CHEMBL173813
m01981m,dcs:CellularCompartmentMitochondria,bio/CHEMBL173813
m01982c,dcs:CellularCompartmentCytosol,bio/MNXM189
m01982m,dcs:CellularCompartmentMitochondria,bio/MNXM189
m01982s,dcs:CellularCompartmentExtracellular,bio/MNXM189
m01983c,dcs:CellularCompartmentCytosol,bio/MNXM89612
m01983m,dcs:CellularCompartmentMitochondria,bio/MNXM89612
m01983s,dcs:CellularCompartmentExtracellular,bio/MNXM89612
m01984s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1229937
m01985c,dcs:CellularCompartmentCytosol,bio/MNXM18177
m01986c,dcs:CellularCompartmentCytosol,bio/CHEMBL773
m01986l,dcs:CellularCompartmentLysosome,bio/CHEMBL773
m01986m,dcs:CellularCompartmentMitochondria,bio/CHEMBL773
m01986p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL773
m01986s,dcs:CellularCompartmentExtracellular,bio/CHEMBL773
m01987c,dcs:CellularCompartmentCytosol,bio/CHEMBL1552
m01987s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1552
m01988c,dcs:CellularCompartmentCytosol,bio/MNXM162346
m01988s,dcs:CellularCompartmentExtracellular,bio/MNXM162346
m01989c,dcs:CellularCompartmentCytosol,bio/CHEMBL258605
m01989s,dcs:CellularCompartmentExtracellular,bio/CHEMBL258605
m01990c,dcs:CellularCompartmentCytosol,bio/MNXM11714
m01991c,dcs:CellularCompartmentCytosol,bio/MNXM12672
m01992c,dcs:CellularCompartmentCytosol,bio/MNXM8681
m01993c,dcs:CellularCompartmentCytosol,bio/MNXM11715
m01994c,dcs:CellularCompartmentCytosol,bio/MNXM164816
m01995c,dcs:CellularCompartmentCytosol,bio/MNXM12747
m01996c,dcs:CellularCompartmentCytosol,bio/MNXM12747
m01997c,dcs:CellularCompartmentCytosol,bio/CHEMBL3884509
m01997m,dcs:CellularCompartmentMitochondria,bio/CHEMBL3884509
m01998c,dcs:CellularCompartmentCytosol,bio/CHEMBL252557
m01998m,dcs:CellularCompartmentMitochondria,bio/CHEMBL252557
m01998p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL252557
m01999c,dcs:CellularCompartmentCytosol,bio/MNXM8835
m01999g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8835
m01999s,dcs:CellularCompartmentExtracellular,bio/MNXM8835
m02000c,dcs:CellularCompartmentCytosol,bio/CHEMBL258818
m02000p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL258818
m02000s,dcs:CellularCompartmentExtracellular,bio/CHEMBL258818
m02001r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM7401
m02001c,dcs:CellularCompartmentCytosol,bio/MNXM7401
m02001s,dcs:CellularCompartmentExtracellular,bio/MNXM7401
m02002c,dcs:CellularCompartmentCytosol,bio/MNXM4604
m02003c,dcs:CellularCompartmentCytosol,bio/MNXM8682
m02004c,dcs:CellularCompartmentCytosol,bio/MNXM162410
m02004s,dcs:CellularCompartmentExtracellular,bio/MNXM162410
m02005c,dcs:CellularCompartmentCytosol,bio/MNXM96362
m02006c,dcs:CellularCompartmentCytosol,bio/MNXM89763
m02007c,dcs:CellularCompartmentCytosol,bio/CHEMBL1162545
m02007m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1162545
m02007p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1162545
m02008c,dcs:CellularCompartmentCytosol,bio/MNXM164818
m02008g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM164818
m02008l,dcs:CellularCompartmentLysosome,bio/MNXM164818
m02009g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM92361
m02010c,dcs:CellularCompartmentCytosol,bio/MNXM8685
m02010g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8685
m02011c,dcs:CellularCompartmentCytosol,bio/MNXM164819
m02011g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM164819
m02011l,dcs:CellularCompartmentLysosome,bio/MNXM164819
m02012c,dcs:CellularCompartmentCytosol,bio/GM2A
m02012l,dcs:CellularCompartmentLysosome,bio/GM2A
m02013l,dcs:CellularCompartmentLysosome,bio/GM2A-GM2
m02014g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM92362
m02015c,dcs:CellularCompartmentCytosol,bio/MNXM8636
m02015g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8636
m02015l,dcs:CellularCompartmentLysosome,bio/MNXM8636
m02016c,dcs:CellularCompartmentCytosol,bio/CHEMBL283807
m02016g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL283807
m02016l,dcs:CellularCompartmentLysosome,bio/CHEMBL283807
m02016m,dcs:CellularCompartmentMitochondria,bio/CHEMBL283807
m02016n,dcs:CellularCompartmentNucleus,bio/CHEMBL283807
m02016s,dcs:CellularCompartmentExtracellular,bio/CHEMBL283807
m02017c,dcs:CellularCompartmentCytosol,bio/MNXM588651
m02017p,dcs:CellularCompartmentPeroxisome,bio/MNXM588651
m02018c,dcs:CellularCompartmentCytosol,bio/MNXM8689
m02018g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8689
m02018s,dcs:CellularCompartmentExtracellular,bio/MNXM8689
m02019c,dcs:CellularCompartmentCytosol,bio/MNXM8690
m02019g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8690
m02019s,dcs:CellularCompartmentExtracellular,bio/MNXM8690
m02020r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM6282
m02021r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM11720
m02022r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM6283
m02022c,dcs:CellularCompartmentCytosol,bio/MNXM6283
m02022s,dcs:CellularCompartmentExtracellular,bio/MNXM6283
m02023c,dcs:CellularCompartmentCytosol,bio/MNXM8691
m02023g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8691
